n_chains,seed,arm,innov_kurtosis,innov_kurtosis_se,kurtosis_gap_in_se,innov_variance,innov_kl,cov_frobenius_rel,cov_worst_lag_abs,marginal_var,notes
512,2,em_bp,0.02500122412898298,0.022594709061571933,1.1065079023966695,0.35984662161302255,0.002500820151367388,0.07544033366855724,0.0374317780547181,1.0221471751577673,
512,2,mlp,0.08901417174956672,0.025215892528007048,3.5300821357284713,0.33779694099674734,0.0013989439940565737,0.14063488853431147,0.07020355172600978,0.9395889068729963,
512,2,cnn,0.06726540946036952,0.02396803028348419,2.8064638046923926,0.3175883283240015,0.0014727379136954392,0.19958638563114298,0.0807128322274352,0.9400271975949679,
2048,0,exact,0.01792745724158351,0.0167030605818219,1.0733037309997029,0.3378601598565793,0.0009142298351090457,0.05580751682569813,0.02203774235661371,1.0218562356184995,
2048,0,em_bp,0.07355036276147864,0.01780671986223835,4.130483510186091,0.3451072737533326,0.0011953710597025467,0.05765963530689311,0.02077901951394414,1.0089224372120258,
2048,0,mlp,0.07602870465773481,0.018621367774603752,4.082874339736982,0.35180653515652366,0.001448926963455578,0.1430648114233779,0.044695860948538405,1.0047123239894806,
2048,0,cnn,0.07237731295827832,0.0179299732913662,4.036665966096563,0.31524634985799593,0.0015556368410261355,0.25454105372596336,0.12824482904858814,0.8717993353143875,
2048,1,exact,-0.023872259977039345,0.01859798609938537,1.2835938176030943,0.33281038606410074,0.0008671272546481338,0.05800645813133212,0.025473937175972298,0.9828313186419451,
2048,1,em_bp,0.01896774069799667,0.01958739111204872,0.9683648317171303,0.34059692501407146,0.0010533713179912715,0.06281606796396529,0.03773726358956042,1.0380488615341652,
2048,1,mlp,0.05344255483069249,0.02110663078698815,2.5320268009633655,0.34880575700477096,0.0010490517212079014,0.11816493770807468,0.048952917959750694,1.0149593566904624,
2048,1,cnn,0.007750027165079221,0.01977688680895297,0.3918729595787944,0.3194075531067008,0.0016409478369858032,0.17956146494310402,0.0685034459759514,1.0194914358920664,
2048,2,exact,-0.022196622354299755,0.016980494334272487,1.3071835199461375,0.3369063496026672,0.0010104371914953438,0.05467642669566534,0.020052571872904625,0.9947169439654776,
2048,2,em_bp,-0.01191569579909002,0.017293595772328745,0.689023610587462,0.3445139161368885,0.0012599681822869464,0.054110855160674626,0.02088532902342885,1.0110471369966791,
2048,2,mlp,0.0326119453946605,0.019026690938882516,1.7140103604676453,0.3433510729194343,0.0012655231600646767,0.1413390186399694,0.07294470743817738,0.9535893120871035,
2048,2,cnn,0.047001367974518704,0.019202815417990644,2.4476290039472173,0.32345693844664447,0.0008667161135623618,0.19131741375940547,0.09623714358295805,0.9540663188639008,
