n_chains,n_components,design,seed,n_updates,final_log_evidence,monotone_violations,settle_rho,settle_innovation_var,settle_innovation_excess_kurtosis,final_innovation_excess_kurtosis,final_innovation_var,final_rho,final_abs_rho_score,final_min_sd_over_dx,final_min_component_mass,final_effective_components
2048,4,uniform,0,800,-83612.98990874185,0,97,78,157,2.9881263066641788,0.27954316242398297,0.8463654330823648,1.6009479482291415e-09,7.041991963026958,0.12372541795387254,3.531932771023701
2048,4,uniform,1,800,-83782.15920798079,0,102,81,204,3.065145861935859,0.2834976443525354,0.8491799460609225,2.082973070198954e-07,8.48817439531764,0.11442873238795771,3.435818549985412
2048,4,uniform,2,800,-83723.76053431536,0,89,72,280,2.998892964826335,0.2823685226303113,0.8453398692756686,6.621203006151151e-07,7.4529502096333715,0.10124716908751143,3.3647485701387407
2048,4,uniform,3,800,-83399.05462195165,0,86,74,161,3.1459866635024563,0.2801131654775679,0.8453809204612338,1.585500393048228e-07,8.776165235640734,0.12152417238478744,3.48670322056249
