mechanism,strength,arm,t,score_rel_l2,ratio_to_em,fitted_rho,chow_liu_rho,rho_minus_chow_liu,em_seconds,em_iters,em_monotone_violation,mode_cnn,mode_mlp,innovation_mean,innovation_var,innovation_excess_kurtosis
global,0.25,em_bp,0.1,0.005486171648895552,1.0,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,eps,eps,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,cnn,0.1,0.04096611079279219,7.4671580501932135,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,eps,eps,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,mlp,0.1,0.07486896663972198,13.64685092468702,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,eps,eps,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,em_bp,0.2,0.007110119399236379,1.0,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,eps,eps,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,cnn,0.2,0.05691385191241111,8.00462674628553,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,eps,eps,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,mlp,0.2,0.11385521675271246,16.01312303770038,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,eps,eps,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,em_bp,0.4,0.011284067286299352,1.0,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,x0,x0,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,cnn,0.4,0.07726130474174807,6.846937614024648,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,x0,x0,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,mlp,0.4,0.154433074144667,13.685940559054735,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,x0,x0,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,em_bp,0.8,0.023736112623393327,1.0,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,x0,x0,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,cnn,0.8,0.12897916467545884,5.4338790315791785,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,x0,x0,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,mlp,0.8,0.17636144722501865,7.430089754933339,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,x0,x0,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,em_bp,1.6,0.05510147260720264,1.0,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,x0,x0,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,cnn,1.6,0.31073149151876495,5.639259294100016,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,x0,x0,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
global,0.25,mlp,1.6,0.30962566763556504,5.619190431492969,0.8595996020931225,0.8588235294117648,0.000776072681357709,386.93561644805595,92,0.0,x0,x0,-0.0020506903063495997,0.25494112871358887,0.08093499943562454
