mechanism,strength,arm,t,score_rel_l2,ratio_to_em,fitted_rho,chow_liu_rho,rho_minus_chow_liu,em_seconds,em_iters,em_monotone_violation,mode_cnn,mode_mlp,innovation_mean,innovation_var,innovation_excess_kurtosis
global,0.1,em_bp,0.1,0.0031425771027213736,1.0,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,eps,eps,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,cnn,0.1,0.0432902048332267,13.775383520658487,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,eps,eps,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,mlp,0.1,0.07179362948763969,22.84546317907957,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,eps,eps,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,em_bp,0.2,0.0036628318262740276,1.0,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,eps,eps,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,cnn,0.2,0.060739268841324044,16.582598307034573,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,eps,eps,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,mlp,0.2,0.10794582267536372,29.47059209790976,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,eps,eps,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,em_bp,0.4,0.004980454479045326,1.0,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,eps,x0,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,cnn,0.4,0.08236862265935688,16.538374761964622,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,eps,x0,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,mlp,0.4,0.1537174219195745,30.864135505368516,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,eps,x0,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,em_bp,0.8,0.009613052860622787,1.0,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,x0,x0,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,cnn,0.8,0.13595850436627188,14.143114194574785,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,x0,x0,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,mlp,0.8,0.16746270769148058,17.4203460773055,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,x0,x0,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,em_bp,1.6,0.025156126752801086,1.0,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,x0,x0,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,cnn,1.6,0.3313646685006847,13.172324649055438,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,x0,x0,-0.0017508958619300362,0.270783549562493,0.062029784192243476
global,0.1,mlp,1.6,0.2966587915906077,11.792705391642826,0.8507137925842436,0.8514851485148511,-0.0007713559306075091,455.29971443198156,111,0.0,x0,x0,-0.0017508958619300362,0.270783549562493,0.062029784192243476
