arm,n_chains,rep,rho_err,q_err,rho_fitted,q_fitted
clean,1024,27,0.003985818865168578,0.0031097011322706036,0.8039858188651686,0.3631097011322705
noised,1024,27,0.0013081265334369263,-0.00021110957139669484,0.801308126533437,0.3597888904286032
clean,1024,28,0.0033642637748479975,0.003711724974139574,0.803364263774848,0.36371172497413945
noised,1024,28,-0.003836171867424132,0.01602911245579436,0.7961638281325759,0.37602911245579423
clean,1024,29,0.0026434526049076146,0.0030618259853891217,0.8026434526049077,0.363061825985389
noised,1024,29,-0.0014332351088330864,0.013053631301472468,0.798566764891167,0.37305363130147234
clean,1024,30,0.0007947034883298842,-0.0013329800911890954,0.8007947034883299,0.3586670199088108
noised,1024,30,0.0012105983098177342,-0.005373930733047705,0.8012105983098178,0.35462606926695217
clean,1024,31,0.004785583794139403,0.0006827274410706741,0.8047855837941394,0.36068272744107055
noised,1024,31,0.0049962480375568274,0.007479967218204986,0.8049962480375569,0.36747996721820486
