seed,n_chains,t,method,n_params,score_rel_l2
0,32,0.1,em_bp,13,0.11144660819144872
0,32,0.1,local_cnn_oracle_r,6593,0.18786757118363004
0,32,0.1,global_mlp,25505,0.9010332155433788
0,32,0.2,em_bp,13,0.07705999840357765
0,32,0.2,local_cnn_oracle_r,6593,0.13930624767760333
0,32,0.2,global_mlp,25505,0.6226558853173417
0,32,0.4,em_bp,13,0.0509598190239224
0,32,0.4,local_cnn_oracle_r,6593,0.12262810484150662
0,32,0.4,global_mlp,25505,0.4035857881615878
0,32,0.8,em_bp,13,0.04213593358216154
0,32,0.8,local_cnn_oracle_r,6593,0.08308128711942403
0,32,0.8,global_mlp,25505,0.1666169030101366
0,32,1.6,em_bp,13,0.044603892130583876
0,32,1.6,local_cnn_oracle_r,6593,0.04465432859520129
0,32,1.6,global_mlp,25505,0.055688318955510484
0,128,0.1,em_bp,13,0.07395611738669816
0,128,0.1,local_cnn_oracle_r,6593,0.141367890785661
0,128,0.1,global_mlp,25505,0.7190742118155439
0,128,0.2,em_bp,13,0.05016873461366903
0,128,0.2,local_cnn_oracle_r,6593,0.1285035099731193
0,128,0.2,global_mlp,25505,0.5278299903108522
0,128,0.4,em_bp,13,0.03170092513198225
0,128,0.4,local_cnn_oracle_r,6593,0.07965618980379757
0,128,0.4,global_mlp,25505,0.3061055988214506
0,128,0.8,em_bp,13,0.02368174218001051
0,128,0.8,local_cnn_oracle_r,6593,0.04290985307938063
0,128,0.8,global_mlp,25505,0.1549897506898317
0,128,1.6,em_bp,13,0.015794542373861565
0,128,1.6,local_cnn_oracle_r,6593,0.01719328614038256
0,128,1.6,global_mlp,25505,0.04155647878736059
0,512,0.1,em_bp,13,0.045784677386638314
0,512,0.1,local_cnn_oracle_r,6593,0.0904385852590792
0,512,0.1,global_mlp,25505,0.29772230415459733
0,512,0.2,em_bp,13,0.026558088897943855
0,512,0.2,local_cnn_oracle_r,6593,0.07759007709535021
0,512,0.2,global_mlp,25505,0.23650588479599474
0,512,0.4,em_bp,13,0.016140859248733683
0,512,0.4,local_cnn_oracle_r,6593,0.06140745464898756
0,512,0.4,global_mlp,25505,0.18442486251938545
0,512,0.8,em_bp,13,0.01005989831443283
0,512,0.8,local_cnn_oracle_r,6593,0.038403251964550834
0,512,0.8,global_mlp,25505,0.09127915929360851
0,512,1.6,em_bp,13,0.006639075608989543
0,512,1.6,local_cnn_oracle_r,6593,0.016260423351847915
0,512,1.6,global_mlp,25505,0.024194884544341426
0,2048,0.1,em_bp,13,0.036415272553266126
0,2048,0.1,local_cnn_oracle_r,6593,0.07919560716518177
0,2048,0.1,global_mlp,25505,0.23210094059740824
0,2048,0.2,em_bp,13,0.01738873717600221
0,2048,0.2,local_cnn_oracle_r,6593,0.07292826108235698
0,2048,0.2,global_mlp,25505,0.18354766179235157
0,2048,0.4,em_bp,13,0.009771684628053928
0,2048,0.4,local_cnn_oracle_r,6593,0.05316345159145036
0,2048,0.4,global_mlp,25505,0.16764691958711517
0,2048,0.8,em_bp,13,0.00493684536428397
0,2048,0.8,local_cnn_oracle_r,6593,0.026750869198711835
0,2048,0.8,global_mlp,25505,0.08159927206717259
0,2048,1.6,em_bp,13,0.0029339487877103774
0,2048,1.6,local_cnn_oracle_r,6593,0.011149804171599467
0,2048,1.6,global_mlp,25505,0.025148631463862214
