regime,n_chains,rep,n_components,rho_raw,param_raw,rho_grid,param_grid,rho_err_raw,rho_err_grid,param_err_raw,param_err_grid,rho_grid_minus_raw,param_grid_minus_raw,exkurt_raw,exkurt_grid,raw_monotone_violation
gaussian,128,16,0,0.8485619033716807,0.27706928591632546,0.8483275895323922,0.27753512049531076,-0.0014380966283192853,-0.0016724104676077989,-0.0004307140836746215,3.5120495310680955e-05,-0.00023431383928851357,0.00046583457898530245,nan,nan,nan
mixture,128,16,8,0.8514516981427063,0.28230966971518034,0.8508032587150173,0.28276764982073194,0.0014516981427062925,0.0008032587150172965,0.004809669715180265,0.005267649820731857,-0.000648439427688996,0.00045798010555159196,2.7385583154464888,3.278761529741364,0.0
gaussian,128,17,0,0.8493764525610634,0.275640342470327,0.8491490984864795,0.2760993395295706,-0.0006235474389365558,-0.0008509015135205189,-0.0018596575296730977,-0.0014006604704294712,-0.00022735407458396306,0.00045899705924362655,nan,nan,nan
mixture,128,17,8,0.8473364773693925,0.27418840193206656,0.8472798311915117,0.27464725640602083,-0.002663522630607429,-0.0027201688084882436,-0.003311598067933519,-0.0028527435939792456,-5.664617788081472e-05,0.00045885447395427326,3.0763523385603806,3.1276088832478512,0.0
gaussian,128,18,0,0.8427819430112921,0.26498935579300403,0.8425392635514833,0.26544222316824306,-0.0072180569887079216,-0.007460736448516636,-0.012510644206996047,-0.012057776831757017,-0.00024267945980871453,0.00045286737523903,nan,nan,nan
mixture,128,18,8,0.8518721391597172,0.2912967792282111,0.8514783813441394,0.2917432138981038,0.0018721391597171788,0.0014783813441394678,0.013796779228211042,0.014243213898103735,-0.00039375781557771106,0.0004464346698926924,4.102590186576146,4.210268200576142,0.0
gaussian,128,19,0,0.8489634699838846,0.281343779819075,0.8487440293336356,0.281803679087319,-0.0010365300161153668,-0.0012559706663644032,0.0038437798190749106,0.0043036790873189346,-0.00021944065024903647,0.00045989926824402394,nan,nan,nan
mixture,128,19,8,0.844799508934282,0.29434194257189705,0.8448495782735659,0.29479986324859614,-0.00520049106571796,-0.005150421726434096,0.016841942571896973,0.01729986324859606,5.00693392838647e-05,0.0004579206766990862,3.634356194432997,4.197704271265164,0.0
gaussian,128,20,0,0.8456617613165933,0.2817271385103613,0.8454274280597689,0.2821886230491081,-0.004338238683406659,-0.004572571940231085,0.004227138510361217,0.004688623049107998,-0.00023433325682442607,0.0004614845387467814,nan,nan,nan
mixture,128,20,8,0.8573835210195554,0.2791809566127553,0.8571556527218854,0.27964382871505866,0.007383521019555417,0.007155652721885453,0.0016809566127552467,0.002143828715058582,-0.0002278682976699642,0.00046287210230333553,3.0990005848268662,3.1227593616374074,0.0
gaussian,128,21,0,0.8470051112207384,0.284817637270912,0.8467781736745094,0.2852754337272825,-0.002994888779261573,-0.0032218263254906176,0.0073176372709119475,0.007775433727282399,-0.0002269375462290446,0.00045779645637045174,nan,nan,nan
mixture,128,21,8,0.8432447303755083,0.27502835977599366,0.8427190168036363,0.2754718331633374,-0.006755269624491689,-0.007280983196363722,-0.0024716402240064217,-0.0020281668366626815,-0.0005257135718720329,0.0004434733873437402,2.270782514527129,2.3484725624909792,0.0
gaussian,128,22,0,0.8511508119428427,0.2778250737788561,0.850915734384868,0.27828914968133395,0.0011508119428427221,0.0009157343848680277,0.00032507377885604427,0.0007891496813338672,-0.00023507755797469443,0.00046407590247782293,nan,nan,nan
mixture,128,22,8,0.842575085320698,0.2653037035650161,0.8415228776197642,0.2657617464815994,-0.007424914679301953,-0.008477122380235791,-0.012196296434983989,-0.011738253518400688,-0.0010522077009338382,0.0004580429165833011,2.8197374616421724,3.017473975597511,0.0
