n_chains,n_components,rho_hat,innovation_mean,innovation_var,innovation_excess_kurtosis,monotone_violation,score_rel_l2_at_t0
128,8,0.8410436698928185,0.0010559634384509713,0.27774452114372983,3.0306948082580814,0.0,0.05326925412238632
256,8,0.876324264302823,0.007989923063251088,0.24478362882462718,3.4231297918626735,0.0,0.06462690513095513
512,8,0.8443916161070245,-0.004359636759595483,0.2849774928394468,3.753530361103512,0.0,0.049430929606407326
1024,8,0.8514280668395524,0.0022632719124859187,0.280716440230603,3.1546111009719366,0.0,0.03900061120556041
2048,8,0.8480466151567786,0.001451174839801813,0.280000326669536,2.6647198057705292,0.0,0.024905719846582
