family,rho,n_chains,t_eval,rep,t_train,rho_hat,q_hat,rho_abs_err,n_params_learned,rel_score_err_vs_true_params
laplace,0.85,500,1.2,0,0.15,0.8469617625474326,0.27821474349692,0.0030382374525673717,2,0.0025747062928502605
mixture,0.7,500,0.5,0,0.15,0.7078851005447847,0.49886420226189837,0.007885100544784751,2,0.005546909990684752
student,0.7,125,0.15,4,0.15,0.6751821076551131,0.5495901070696201,0.02481789234488685,2,0.04317583253347879
laplace,0.7,60,1.2,3,0.15,0.6589331208177607,0.5084604789027416,0.04106687918223928,2,0.018570129552503426
mixture,0.85,2000,0.5,1,0.15,0.8510025704409068,0.27808930948570104,0.0010025704409067915,2,0.0013134235407670169
uniform,0.7,250,1.2,1,0.15,0.7036543167420868,0.5088041874978219,0.0036543167420868272,2,0.0015281371671690498
laplace,0.7,125,0.15,3,0.15,0.7144257405623408,0.48583777514686305,0.014425740562340805,2,0.027253467394993375
mixture,0.85,500,1.2,0,0.15,0.857683683213173,0.27312628177041254,0.0076836832131730315,2,0.005641834802543734
mixture,0.7,2000,0.15,4,0.15,0.7011263639710614,0.5090910547914967,0.0011263639710614726,2,0.0013094808116503188
gaussian,0.85,500,1.2,3,0.15,0.847250198293446,0.2692376749105967,0.0027498017065539226,2,0.005550984749606507
laplace,0.7,125,0.15,4,0.15,0.692419887784669,0.501055862904391,0.0075801122153309475,2,0.01028513596868198
mixture,0.7,125,0.5,0,0.15,0.6923618517716335,0.5306762811822135,0.007638148228366504,2,0.008558224634329953
student,0.7,1000,0.5,4,0.15,0.7075609492698495,0.5173767048086763,0.007560949269849515,2,0.008849433011687703
laplace,0.7,2000,1.2,0,0.15,0.6944941575863663,0.5199054176709736,0.00550584241363361,2,0.0013725059664410353
uniform,0.7,2000,0.5,2,0.15,0.7000431781921852,0.5058827043850075,4.317819218524477e-05,2,0.002104296889104966
uniform,0.85,250,1.2,1,0.15,0.8540888476147007,0.2808898946189837,0.004088847614700741,2,0.005121750246107073
gaussian,0.7,500,0.5,3,0.15,0.7011287254336169,0.5196315522306312,0.0011287254336169728,2,0.005532008257222957
laplace,0.7,2000,1.2,3,0.15,0.6981300847599087,0.5140074918008541,0.00186991524009128,2,0.0004756310779722884
gaussian,0.7,4000,0.5,1,0.15,0.6984960388513047,0.5108107473813339,0.001503961148695221,2,0.001037320243737905
gaussian,0.7,250,1.2,4,0.15,0.700431292484946,0.5180242791851276,0.0004312924849459998,2,0.0019030814604879232
gaussian,0.85,60,1.2,2,0.15,0.8500560016871062,0.28780160983298764,5.600168710617748e-05,2,0.003995521704869802
gaussian,0.85,500,0.15,1,0.15,0.8479222891678247,0.2834197744198597,0.002077710832175228,2,0.007676338158988375
uniform,0.85,1000,0.5,3,0.15,0.8478664153819251,0.28279363155536835,0.0021335846180748907,2,0.0031480800599407383
uniform,0.85,500,1.2,4,0.15,0.8494912560685852,0.2829270076404256,0.0005087439314147568,2,0.001735199701053393
student,0.85,60,0.15,3,0.15,0.8697675468947109,0.24886059495894336,0.01976754689471094,2,0.04155356771424486
uniform,0.85,250,0.5,4,0.15,0.8541201858688758,0.2715041937493593,0.004120185868875859,2,0.00383048102222557
laplace,0.85,500,0.15,1,0.15,0.8542853010984903,0.283545522622656,0.004285301098490346,2,0.008417188124300909
student,0.7,4000,0.5,0,0.15,0.7004570072662993,0.509217110339056,0.0004570072662993807,2,0.0003520261767874268
student,0.85,250,0.15,4,0.15,0.8389283388860417,0.2986970281163825,0.011071661113958298,2,0.0274972890556471
uniform,0.7,250,0.5,2,0.15,0.6931830179819356,0.5315119967137061,0.006816982018064355,2,0.0088747530781356
student,0.85,250,0.15,1,0.15,0.8461654249846345,0.28312208424091306,0.003834575015365438,2,0.007697885707003256
uniform,0.7,500,0.5,1,0.15,0.6874621775301503,0.5097803166534948,0.012537822469849691,2,0.01031321290166066
laplace,0.7,125,0.5,3,0.15,0.6948643146873729,0.5055958329735922,0.005135685312627092,2,0.005959024461247628
uniform,0.7,2000,1.2,2,0.15,0.6959410045141617,0.5101725827343838,0.004058995485838213,2,0.0018456791521289497
uniform,0.85,4000,0.5,0,0.15,0.8505972149790874,0.2757102760451897,0.0005972149790873793,2,0.0010818065869332182
student,0.7,60,0.15,1,0.15,0.7034938031534587,0.4523096513310982,0.0034938031534587077,2,0.059738423221905555
laplace,0.7,125,0.15,2,0.15,0.6863359774323248,0.5161398235207321,0.013664022567675183,2,0.012950465613903702
uniform,0.7,500,0.15,0,0.15,0.701781621451792,0.5111444600721906,0.0017816214517920592,2,0.0017727041260456498
gaussian,0.85,250,0.5,0,0.15,0.8486639374755321,0.271072594401523,0.0013360625244678292,2,0.005680415041048166
laplace,0.85,125,0.5,0,0.15,0.8540649027293129,0.24839233736170896,0.004064902729312925,2,0.020232656686031057
student,0.85,125,0.5,3,0.15,0.8505020276777315,0.26927930699338526,0.0005020276777315535,2,0.005886735853926865
student,0.7,125,1.2,3,0.15,0.6997086257179208,0.49991076183713645,0.00029137428207914873,2,0.002320693558749882
gaussian,0.85,125,0.5,4,0.15,0.8624366655253589,0.2504189800186459,0.012436665525358936,2,0.016746705688535177
mixture,0.7,2000,0.5,2,0.15,0.699435623097928,0.5111087770752432,0.0005643769020720057,2,0.0004783891834002301
mixture,0.7,2000,0.15,1,0.15,0.7023005682546984,0.5043256164097383,0.0023005682546984874,2,0.005942030283498876
uniform,0.85,250,1.2,0,0.15,0.8542802950036766,0.28456848526555173,0.00428029500367666,2,0.006408320883835502
mixture,0.85,250,1.2,0,0.15,0.8530728990458313,0.273337169058091,0.003072899045831301,2,0.0016481687756878536
laplace,0.7,2000,1.2,1,0.15,0.7049734466113201,0.5049260469566146,0.004973446611320154,2,0.0015785945457482088
laplace,0.7,125,0.5,0,0.15,0.6867117288256728,0.5446943145042479,0.013288271174327182,2,0.014175519744656249
uniform,0.85,1000,0.5,4,0.15,0.8538902684892324,0.2724805753294619,0.0038902684892324624,2,0.003452364809475239
gaussian,0.7,60,0.5,2,0.15,0.7298567422029778,0.5099868495956921,0.02985674220297785,2,0.023313129762082697
mixture,0.7,125,1.2,4,0.15,0.7115689352665089,0.4944124499674287,0.011568935266508928,2,0.003251162909343493
uniform,0.7,4000,0.5,3,0.15,0.6999803132712155,0.5080136923669759,1.9686728784495955e-05,2,0.0010535337622663244
laplace,0.7,2000,1.2,4,0.15,0.6958883675743733,0.5057837483235024,0.004111632425626621,2,0.0028143950332378664
mixture,0.85,60,0.5,1,0.15,0.8266367651657599,0.2713162523917593,0.023363234834240076,2,0.028364377612935927
uniform,0.7,1000,0.15,2,0.15,0.7071148858629115,0.499764270013016,0.007114885862911535,2,0.011833155952009893
laplace,0.7,1000,1.2,1,0.15,0.6909030022884434,0.5167181756914175,0.009096997711556587,2,0.003155553972713366
student,0.7,2000,0.5,2,0.15,0.6964130510042695,0.5017436639801371,0.0035869489957304213,2,0.0063996643674872145
student,0.85,250,0.15,0,0.15,0.8533840713877499,0.27784909138708913,0.0033840713877498763,2,0.0026782748790222907
mixture,0.85,250,1.2,3,0.15,0.8598482728083203,0.26350570022809205,0.009848272808320346,2,0.005132786624255142
gaussian,0.85,4000,0.5,4,0.15,0.8540597363856162,0.2774681277545952,0.004059736385616186,2,0.004238803850005085
student,0.85,1000,0.15,0,0.15,0.847714721831284,0.2732970027023882,0.002285278168715932,2,0.005797169724553479
mixture,0.85,4000,1.2,0,0.15,0.8497871990348864,0.2793824343972796,0.00021280096511355762,2,0.0005768455438780904
gaussian,0.85,4000,0.15,2,0.15,0.8490634642251451,0.27602896115270836,0.0009365357748548631,2,0.0020527658225618435
gaussian,0.7,2000,1.2,3,0.15,0.6998372189960611,0.5103494319615254,0.00016278100393884998,2,4.168480400316466e-05
uniform,0.7,125,0.15,4,0.15,0.6762825164724977,0.4991754231259687,0.023717483527502248,2,0.021543177603399577
laplace,0.85,4000,1.2,4,0.15,0.8472913824213663,0.28028223690406623,0.0027086175786337208,2,0.0016471708441909937
mixture,0.85,60,0.15,2,0.15,0.8518317160372215,0.2884105119540696,0.0018317160372215424,2,0.013758315938540891
gaussian,0.85,500,1.2,4,0.15,0.8575940351321899,0.2692387636930769,0.007594035132189925,2,0.004506004167723827
laplace,0.7,2000,0.5,0,0.15,0.7011069776475637,0.5067833238288563,0.0011069776475637338,2,0.0013472141258795366
gaussian,0.85,1000,0.5,3,0.15,0.8506936278326218,0.2808075246337989,0.0006936278326218348,2,0.002987859053079018
gaussian,0.85,250,1.2,0,0.15,0.8575804423233365,0.27166224431702096,0.007580442323336545,2,0.0052660530174840564
mixture,0.7,1000,0.5,0,0.15,0.701922679665964,0.5054477833601885,0.0019226796659640444,2,0.0019210786030725581
laplace,0.85,2000,0.15,0,0.15,0.8489283546200835,0.28220683704024374,0.0010716453799164416,2,0.0060174619266017805
student,0.7,4000,0.5,3,0.15,0.7001068837775477,0.5109657694445678,0.00010688377754775047,2,0.0005569542580142662
student,0.85,4000,0.5,1,0.15,0.8478802823403349,0.27922354484605416,0.0021197176596651213,2,0.0017825732002848052
student,0.7,250,0.5,4,0.15,0.7111845797909182,0.5242337726411925,0.011184579790918248,2,0.014236136753865107
uniform,0.7,1000,0.5,3,0.15,0.703274500033826,0.5112735392459479,0.003274500033826011,2,0.0030632550837016203
gaussian,0.7,125,0.5,0,0.15,0.6853058080081157,0.5355807035377453,0.014694191991884265,2,0.011263780304662995
gaussian,0.7,4000,0.5,3,0.15,0.6992438402956686,0.5095586637983132,0.000756159704331405,2,0.000749736127190354
laplace,0.7,500,0.5,3,0.15,0.7075222588089176,0.5058584843207201,0.007522258808917659,2,0.0051250307401222986
student,0.7,500,0.15,0,0.15,0.6894528530158995,0.5228571847412354,0.01054714698410042,2,0.01540886308709512
student,0.7,125,0.5,3,0.15,0.6907142974201941,0.5314357822314791,0.009285702579805877,2,0.008900797466662561
uniform,0.7,2000,0.5,3,0.15,0.7005505871630205,0.5061596297548439,0.0005505871630205883,2,0.0017747082564084228
uniform,0.85,500,0.15,0,0.15,0.8424351641257626,0.28463365770669025,0.007564835874237397,2,0.010751152715195713
uniform,0.7,500,1.2,2,0.15,0.6903883199570091,0.5112299237743052,0.009611680042990844,2,0.004292000129221706
gaussian,0.7,4000,1.2,1,0.15,0.6961599295854067,0.5093150975865472,0.003840070414593222,2,0.00190632162231386
uniform,0.7,500,0.5,3,0.15,0.6905561619871209,0.5258264075819882,0.009443838012879069,2,0.007190636463346551
student,0.7,500,0.5,2,0.15,0.7083980374440131,0.4935020637667912,0.008398037444013129,2,0.007157730829696602
gaussian,0.85,2000,1.2,2,0.15,0.8505408183179552,0.2720567738115743,0.0005408183179552717,2,0.0017272197500768128
uniform,0.85,2000,0.15,3,0.15,0.8498294367334496,0.27540932157929265,0.00017056326655040532,2,0.0027205899218392103
gaussian,0.85,125,0.5,0,0.15,0.8455047216943663,0.2882188591668549,0.0044952783056336765,2,0.006313350948244773
gaussian,0.85,250,0.15,1,0.15,0.8472069131562645,0.2786598769199834,0.0027930868437354706,2,0.0026170327872095302
laplace,0.85,4000,0.5,0,0.15,0.8472570747760186,0.2802967314124711,0.0027429252239813406,2,0.0022432551534721182
student,0.85,60,0.5,0,0.15,0.8588931924553423,0.3073705582642306,0.008893192455342369,2,0.026835563091518046
uniform,0.85,250,0.15,3,0.15,0.8365105660228812,0.2890905459219244,0.01348943397711877,2,0.017846995889362713
gaussian,0.85,4000,0.5,0,0.15,0.8486894918009077,0.2802212119406615,0.0013105081990922862,2,0.001627703061386065
uniform,0.7,60,1.2,1,0.15,0.7010889205704847,0.5070223274439101,0.0010889205704847083,2,0.0003314693367320508
gaussian,0.7,250,1.2,1,0.15,0.7005858379603118,0.5041920567276786,0.0005858379603118635,2,0.0010124121956838162
laplace,0.7,500,1.2,4,0.15,0.7007390181057868,0.49187977470490546,0.0007390181057868039,2,0.0036391196368841796
laplace,0.7,4000,0.5,1,0.15,0.6977757385621586,0.5112385874749301,0.0022242614378413794,2,0.0015130901479599981
student,0.7,2000,0.15,4,0.15,0.7018105629703412,0.4976708018477701,0.0018105629703412118,2,0.012216076701961955
gaussian,0.7,1000,1.2,0,0.15,0.7027001606165719,0.5096933331626955,0.002700160616571967,2,0.0012625549840436588
laplace,0.7,1000,1.2,4,0.15,0.6976537952971452,0.5214652509399236,0.0023462047028547373,2,0.0015955384916221443
uniform,0.7,60,0.5,3,0.15,0.7142287707256624,0.4949692941157132,0.01422877072566242,2,0.009265898434626713
gaussian,0.7,2000,0.5,0,0.15,0.6991336977898037,0.5132682928115164,0.0008663022101962348,2,0.0014087488692228396
student,0.7,2000,0.5,4,0.15,0.6979723496437916,0.5155742553027769,0.0020276503562083326,2,0.002311511658463587
mixture,0.7,4000,1.2,2,0.15,0.6989435057487593,0.512367088635421,0.0010564942512406583,2,0.00027184482903684144
mixture,0.85,60,1.2,3,0.15,0.852315996966518,0.2827449619526973,0.0023159969665180746,2,0.003923019509711048
gaussian,0.7,4000,0.15,2,0.15,0.6994726756734785,0.508614427510493,0.0005273243265214722,2,0.001378362163961163
uniform,0.85,2000,0.5,1,0.15,0.8486227380841466,0.27715245093181323,0.0013772619158534116,2,0.0015868468789398391
student,0.7,125,1.2,4,0.15,0.6972167940912292,0.5453310548525516,0.0027832059087707917,2,0.006272863005675072
uniform,0.85,4000,0.15,1,0.15,0.8487544448180342,0.276508281116613,0.001245555181965785,2,0.0016078428911813869
laplace,0.85,4000,1.2,2,0.15,0.8483732460141036,0.2786540545126085,0.0016267539858964009,2,0.0011254550040053675
mixture,0.7,60,0.5,1,0.15,0.6944284986920619,0.5205439615341645,0.005571501307938043,2,0.004561854827511627
laplace,0.85,1000,1.2,2,0.15,0.8498064701541782,0.2712993740443443,0.00019352984582177157,2,0.002634444805000278
student,0.7,2000,0.15,0,0.15,0.7056243838854349,0.49723865164871284,0.005624383885434958,2,0.013581999869475789
uniform,0.7,2000,0.5,4,0.15,0.7024222471658695,0.5089926921209313,0.0024222471658695843,2,0.0017119886123211855
laplace,0.85,60,0.15,1,0.15,0.8644802628608608,0.2934273772644158,0.014480262860860793,2,0.022308226891244863
mixture,0.85,500,0.5,2,0.15,0.8502621370923104,0.2737809672509739,0.0002621370923103772,2,0.0026065480338413743
mixture,0.85,250,0.15,3,0.15,0.8523882921214129,0.27294771179967836,0.002388292121412894,2,0.006160225512728835
laplace,0.85,500,1.2,2,0.15,0.8532410508509515,0.27491639874474344,0.003241050850951499,2,0.002160018722993512
uniform,0.85,4000,1.2,4,0.15,0.8506477136897497,0.2760594755159199,0.000647713689749696,2,0.0002979254234771547
gaussian,0.85,250,0.5,1,0.15,0.8570224969624869,0.2744013386421561,0.007022496962486913,2,0.005923311272020699
uniform,0.7,60,0.15,0,0.15,0.7054338504800314,0.49024111268542797,0.005433850480031421,2,0.020258209691541386
uniform,0.85,250,0.5,2,0.15,0.8505998620477437,0.267341118758903,0.00059986204774376,2,0.007306148672370117
mixture,0.7,60,0.5,0,0.15,0.6712808844539377,0.5263992150329501,0.028719115546062213,2,0.018943211191591973
uniform,0.85,60,1.2,4,0.15,0.8451964214728245,0.2829352616926029,0.0048035785271755005,2,0.002790565425560812
laplace,0.7,60,0.15,0,0.15,0.67806736547316,0.5137138485654945,0.02193263452683991,2,0.018496495943281423
uniform,0.7,4000,1.2,3,0.15,0.6972040092858469,0.5152233147683376,0.0027959907141530405,2,0.0006957640958397771
mixture,0.85,1000,0.15,3,0.15,0.8485026413661648,0.2741882162534476,0.0014973586338351552,2,0.0044754028235080455
student,0.7,4000,0.15,4,0.15,0.7022409902775255,0.5083961739250394,0.0022409902775255564,2,0.002467261193285355
gaussian,0.7,1000,0.5,1,0.15,0.7063744673184519,0.502421851751264,0.006374467318451926,2,0.004230295825182165
uniform,0.85,125,0.15,2,0.15,0.8393433836347504,0.285174585159443,0.010656616365249616,2,0.012794585672929747
student,0.7,4000,0.15,3,0.15,0.7004943123021451,0.5137686874010662,0.000494312302145139,2,0.003617296088551057
student,0.85,4000,0.5,0,0.15,0.8496276574618362,0.2753906922923074,0.0003723425381637613,2,0.0018116777028972775
laplace,0.85,2000,0.5,4,0.15,0.8489931466132512,0.2768998338915371,0.001006853386748774,2,0.0013567964099358179
gaussian,0.7,500,1.2,2,0.15,0.7001735466287998,0.5152593214692924,0.00017354662879986993,2,0.0012168637803478708
student,0.7,2000,0.5,3,0.15,0.704115184867941,0.513418092823574,0.004115184867941046,2,0.004554028607264372
student,0.85,60,1.2,3,0.15,0.8487995245793255,0.34132334090103655,0.0012004754206744739,2,0.022567847438985923
uniform,0.85,2000,0.5,3,0.15,0.8534966384579028,0.27444591750972774,0.003496638457902823,2,0.0028798423270362822
student,0.7,500,1.2,3,0.15,0.6920174071637081,0.502579854046072,0.00798259283629188,2,0.0051368679072478
mixture,0.7,2000,0.5,1,0.15,0.7014795497508911,0.5089952112408692,0.0014795497508911515,2,0.0010107465940468168
mixture,0.85,60,0.5,2,0.15,0.8397238648375333,0.2712365823411081,0.010276135162466726,2,0.013904453007448695
mixture,0.7,250,0.15,3,0.15,0.7112376797973217,0.5187066165626825,0.011237679797321709,2,0.011637080050103069
mixture,0.7,4000,1.2,1,0.15,0.7019313558741617,0.5109971453464136,0.001931355874161711,2,0.001104748152200105
mixture,0.7,2000,0.5,0,0.15,0.6971491294329063,0.5136829232931583,0.002850870567093655,2,0.0019302751783472826
uniform,0.85,60,0.15,0,0.15,0.8349972871601704,0.28652160234369733,0.015002712839829568,2,0.016287546799629782
student,0.7,125,0.15,1,0.15,0.6935228256643522,0.4984050446487758,0.006477174335647762,2,0.012179940410447457
laplace,0.7,4000,1.2,2,0.15,0.702121924068778,0.5078945966730959,0.0021219240687780916,2,0.0006850845517828501
laplace,0.85,60,0.5,0,0.15,0.8538756156648923,0.24957655039987947,0.0038756156648923623,2,0.01959490048075518
mixture,0.85,250,0.5,0,0.15,0.8466742756060528,0.2770442543019784,0.0033257243939471826,2,0.0036323509401463778
laplace,0.7,125,1.2,0,0.15,0.685107193707165,0.5209982480494078,0.01489280629283496,2,0.00509594808887831
gaussian,0.85,1000,0.5,0,0.15,0.8493454124879927,0.2730195905782415,0.0006545875120073097,2,0.0038495708837615445
mixture,0.7,1000,0.15,4,0.15,0.6995355826321872,0.5142136024265976,0.000464417367812775,2,0.004065138761788276
laplace,0.85,60,1.2,4,0.15,0.8566448627325101,0.2766566767052224,0.006644862732510082,2,0.005686889009288427
uniform,0.7,500,1.2,0,0.15,0.6963326163285617,0.5055700436917241,0.0036673836714382624,2,0.0026350893718064964
uniform,0.7,250,0.15,1,0.15,0.6867493184985264,0.5027815514371005,0.013250681501473571,2,0.012830346317969364
uniform,0.7,1000,0.5,1,0.15,0.7072074684639975,0.5111808716294494,0.007207468463997557,2,0.0062441078028830695
student,0.85,4000,1.2,3,0.15,0.8508710508010656,0.27396675142093646,0.0008710508010656426,2,0.0008217435148397505
uniform,0.7,2000,0.15,2,0.15,0.698481115914206,0.5098553052593187,0.0015188840857939256,2,0.0012297197937928188
laplace,0.85,125,1.2,1,0.15,0.8404821894502584,0.2960869588908004,0.009517810549741546,2,0.004255765084824818
mixture,0.7,125,0.5,1,0.15,0.7032445258450564,0.5023875017350266,0.003244525845056412,2,0.0032119191412144322
student,0.85,125,0.15,0,0.15,0.8503487905414528,0.26466703035680456,0.00034879054145287025,2,0.016979203151626234
student,0.7,60,1.2,0,0.15,0.7082258881577729,0.5441649880844748,0.00822588815777292,2,0.01089118120980883
mixture,0.7,60,0.15,1,0.15,0.6662824640924543,0.5287214494584541,0.03371753590754567,2,0.03374042529491767
laplace,0.7,1000,0.5,0,0.15,0.6946419385950409,0.5139024847105369,0.005358061404959091,2,0.0034893076162049847
student,0.85,4000,0.15,3,0.15,0.8501643708664846,0.2787544388129521,0.00016437086648457555,2,0.0016128205742338864
student,0.7,2000,1.2,2,0.15,0.7013261930352861,0.5061372953796813,0.0013261930352861384,2,0.0004379114384611723
student,0.85,500,1.2,4,0.15,0.8526725958982336,0.2841588946316122,0.002672595898233654,2,0.004827191758919592
laplace,0.7,2000,0.15,1,0.15,0.7024466634648883,0.5079466888781764,0.00244666346488831,2,0.0028997039409918643
uniform,0.7,4000,1.2,1,0.15,0.6973719164315672,0.5100379952991776,0.002628083568432804,2,0.00125966215387969
laplace,0.7,250,0.5,2,0.15,0.6982142589268456,0.5245948857659072,0.0017857410731543233,2,0.0067543107016805
uniform,0.7,2000,0.15,3,0.15,0.7016079210525648,0.510167899780972,0.001607921052564798,2,0.0012791288859469228
student,0.7,4000,1.2,3,0.15,0.6986390438701207,0.5166693389279633,0.0013609561298792983,2,0.0009259318936073526
student,0.7,125,0.5,0,0.15,0.671729991329085,0.5186362946047063,0.028270008670915003,2,0.01981720518775993
uniform,0.85,60,0.15,1,0.15,0.852505536084116,0.2718758921664222,0.002505536084115967,2,0.007543550120005283
student,0.85,2000,0.5,2,0.15,0.8517037218955434,0.2789525481041971,0.001703721895543464,2,0.0025374048143798566
gaussian,0.7,250,0.15,1,0.15,0.6933382597220514,0.5358182336334375,0.006661740277948525,2,0.025211185186754696
gaussian,0.7,1000,0.15,2,0.15,0.7038911421715407,0.501759959181243,0.00389114217154074,2,0.00878675876399322
laplace,0.85,4000,0.15,3,0.15,0.8493965889330057,0.28031536004383806,0.0006034110669942416,2,0.0036293747049651434
gaussian,0.7,500,1.2,4,0.15,0.7085848348956796,0.50566570245679,0.008584834895679627,2,0.0035014607648765463
mixture,0.85,500,0.15,3,0.15,0.8396001419753726,0.279359883718452,0.010399858024627395,2,0.00876841349023543
laplace,0.85,2000,0.15,2,0.15,0.8487205408915879,0.27516697774688853,0.0012794591084120954,2,0.0032097613519378727
student,0.85,2000,0.15,0,0.15,0.8462212404898248,0.27476108836748414,0.0037787595101751448,2,0.004744303146477826
laplace,0.85,4000,1.2,3,0.15,0.850445670847698,0.27470403702508056,0.0004456708476979765,2,0.0007782055309244456
uniform,0.85,60,1.2,0,0.15,0.8605637979670046,0.27668166494763324,0.010563797967004573,2,0.009381925797912544
mixture,0.85,250,0.5,4,0.15,0.8420221221542303,0.29985728354928626,0.007977877845769643,2,0.012992847208389578
student,0.7,250,0.5,3,0.15,0.7028767143457274,0.531869005792749,0.002876714345727449,2,0.0125803723033112
student,0.85,1000,0.5,2,0.15,0.8435843417291162,0.28550419918981956,0.006415658270883751,2,0.005637621545270107
uniform,0.85,250,1.2,2,0.15,0.8535931470191037,0.28255765209619804,0.0035931470191037373,2,0.005169691006410264
gaussian,0.7,4000,0.5,4,0.15,0.6980219567695664,0.5109425403603532,0.0019780432304336015,2,0.0013350380952762459
mixture,0.85,2000,0.5,0,0.15,0.846392535435859,0.2828603511454571,0.003607464564140961,2,0.0034305903418631266
gaussian,0.85,2000,0.15,2,0.15,0.8493233752129073,0.27993981389536937,0.0006766247870926279,2,0.0031633235839837247
laplace,0.85,60,0.15,0,0.15,0.8439517183961758,0.2776775892509986,0.0060482816038242015,2,0.004898165643896904
gaussian,0.85,2000,0.5,3,0.15,0.8537002058968681,0.2740546232069586,0.0037002058968681473,2,0.003072462108167483
laplace,0.7,4000,0.15,0,0.15,0.7044489475244695,0.5075740076432474,0.00444894752446956,2,0.004458056357938344
laplace,0.85,2000,0.15,3,0.15,0.8527551781872604,0.27119743197946194,0.002755178187260454,2,0.008382180415788554
mixture,0.7,60,0.5,3,0.15,0.7091654851747216,0.48548476268617213,0.0091654851747216,2,0.010411653515573167
gaussian,0.85,1000,1.2,0,0.15,0.8460171070282544,0.283946072959259,0.0039828929717455885,2,0.0018927244207154327
uniform,0.7,2000,0.15,1,0.15,0.7013947366872073,0.5159794347027009,0.0013947366872073541,2,0.005768124916689529
gaussian,0.7,250,1.2,0,0.15,0.7118526711046222,0.5065421235719727,0.011852671104622292,2,0.005212108087079771
laplace,0.7,1000,1.2,0,0.15,0.7008169275681497,0.5092791061653623,0.0008169275681497723,2,0.0002656115138887712
uniform,0.7,60,0.5,0,0.15,0.6894143045209233,0.48651771603154365,0.010585695479076618,2,0.0191632665960011
student,0.85,2000,1.2,4,0.15,0.8503925331191498,0.28189117422144594,0.00039253311914977385,2,0.002081558609592741
uniform,0.85,2000,1.2,2,0.15,0.851099732828017,0.27365701658660946,0.0010997328280170082,2,0.0008149564667372486
uniform,0.7,60,0.5,4,0.15,0.6963941610102461,0.4786022896801755,0.0036058389897538623,2,0.01887546675918559
student,0.7,60,0.15,4,0.15,0.702407792589253,0.5217324139997029,0.002407792589253055,2,0.011145665274391136
student,0.85,125,1.2,4,0.15,0.8472528284597222,0.2736987776118401,0.002747171540277815,2,0.003838812241140224
uniform,0.7,4000,1.2,0,0.15,0.6991374561289295,0.5088518964902105,0.0008625438710704314,2,0.0006263710256874071
student,0.7,250,0.5,0,0.15,0.6994618898776523,0.5231259262354045,0.0005381101223476126,2,0.0064672161863273975
laplace,0.85,250,0.15,1,0.15,0.8476680048284702,0.2809063225022746,0.0023319951715298215,2,0.0046569433089494496
mixture,0.85,125,1.2,2,0.15,0.852783364781756,0.2816082997120964,0.0027833647817560037,2,0.004010963736645921
student,0.7,1000,0.5,2,0.15,0.6947521044251797,0.5188745535357503,0.005247895574820305,2,0.003997836489510914
gaussian,0.85,2000,1.2,1,0.15,0.8478099804881887,0.27179614733801905,0.002190019511811303,2,0.004046367003098281
student,0.85,250,0.5,0,0.15,0.8490900451227895,0.2781316921536724,0.0009099548772104615,2,0.0007166873101651105
gaussian,0.85,1000,1.2,3,0.15,0.8484754831695769,0.27711118122521394,0.001524516830423095,2,0.0015074952354443348
gaussian,0.7,4000,1.2,0,0.15,0.699698290080976,0.5143495330319301,0.0003017099190240069,2,0.000814571721932784
uniform,0.85,125,0.15,0,0.15,0.8715627441938912,0.25331428370687875,0.02156274419389126,2,0.03651337100456339
uniform,0.85,2000,0.15,4,0.15,0.8494144032141732,0.27749318975390913,0.0005855967858268141,2,0.0004659479828753262
student,0.7,500,0.15,2,0.15,0.6917078382481506,0.5043897037089273,0.008292161751849325,2,0.008432982308212784
laplace,0.7,60,0.15,3,0.15,0.6244564096766714,0.5318651851009928,0.07554359032332858,2,0.06875373973628233
uniform,0.85,4000,0.15,3,0.15,0.8504597289561532,0.2751102636661039,0.00045972895615320475,2,0.0031098951916801623
student,0.7,250,1.2,0,0.15,0.7094717319356706,0.5088292602994895,0.009471731935670635,2,0.004354473930265825
student,0.7,60,0.5,2,0.15,0.7114620762246147,0.5395844807749437,0.011462076224614703,2,0.021389231759335898
mixture,0.7,500,0.15,3,0.15,0.6914724565912562,0.5155446467073028,0.008527543408743732,2,0.009085950384912429
laplace,0.85,125,1.2,3,0.15,0.8415010881708219,0.2786672611197533,0.008498911829178057,2,0.007157704108745295
uniform,0.7,1000,0.5,4,0.15,0.6934283211885712,0.515439327805473,0.006571678811428727,2,0.004363249474651242
laplace,0.85,500,1.2,4,0.15,0.85179231336898,0.2730979120959886,0.001792313368980003,2,0.0008801868441796677
student,0.7,1000,0.15,3,0.15,0.7012319732587908,0.4892701268627176,0.001231973258790875,2,0.020519855201288528
gaussian,0.7,1000,0.15,3,0.15,0.697606487572742,0.510606270107534,0.0023935124272579378,2,0.002051991548698378
mixture,0.7,2000,1.2,1,0.15,0.7047053442665463,0.5064160496690943,0.004705344266546341,2,0.001705821266437403
laplace,0.85,60,1.2,2,0.15,0.8483773535051926,0.2833267569764065,0.0016226464948073671,2,0.0012397092512595903
mixture,0.7,4000,1.2,4,0.15,0.6977098034857836,0.5130165594199991,0.0022901965142163583,2,0.0006500385552471942
mixture,0.85,60,1.2,0,0.15,0.8547158930507998,0.2543024924991705,0.00471589305079978,2,0.006214111910366551
gaussian,0.85,60,1.2,0,0.15,0.8456345989368861,0.30230800383383843,0.004365401063113894,2,0.0063657465806014986
