family,rho,n_chains,t_eval,rep,t_train,rho_hat,q_hat,rho_abs_err,n_params_learned,rel_score_err_vs_true_params
gaussian,0.7,1000,0.15,0,0.15,0.7052706493497549,0.5061464505854631,0.005270649349754963,2,0.005870876440731258
uniform,0.85,60,0.15,3,0.15,0.8260287130427488,0.3072020204268168,0.023971286957251148,2,0.04038234973652196
laplace,0.7,2000,0.5,3,0.15,0.701124632630944,0.5066365311250076,0.001124632630944089,2,0.001430364251025576
student,0.85,500,1.2,0,0.15,0.8424927062098635,0.2793727946883802,0.007507293790136482,2,0.006030300005843021
uniform,0.85,1000,1.2,3,0.15,0.8525175449259426,0.2737560871302237,0.002517544925942583,2,0.0012470624130635083
laplace,0.85,250,1.2,1,0.15,0.8523275183609179,0.28048972280844947,0.002327518360917935,2,0.003258116032260887
gaussian,0.7,60,1.2,1,0.15,0.7105324437100782,0.5134899891358746,0.010532443710078221,2,0.005885862518970069
student,0.85,250,0.15,2,0.15,0.8502029312479444,0.2820395804016726,0.00020293124794446005,2,0.005816848446146207
student,0.85,1000,0.5,0,0.15,0.849675611949393,0.2812767944154587,0.00032438805060697185,2,0.0026183672024649917
laplace,0.85,1000,0.5,2,0.15,0.8548072911397054,0.2775775913312445,0.004807291139705461,2,0.004904263117217234
student,0.7,250,0.15,1,0.15,0.7010397461685445,0.49104198176761144,0.0010397461685445197,2,0.018699335205045
mixture,0.7,60,1.2,2,0.15,0.70128470846694,0.47303490971609974,0.0012847084669400655,2,0.007565582178571278
laplace,0.7,250,1.2,4,0.15,0.6846559968926397,0.5095452887853246,0.015344003107360282,2,0.007161001657386949
gaussian,0.7,60,1.2,4,0.15,0.7152392833209155,0.5043412069320333,0.015239283320915509,2,0.006365659755264506
gaussian,0.85,4000,1.2,4,0.15,0.8508037340813848,0.277946010482162,0.0008037340813847882,2,0.0009022941618180251
laplace,0.7,4000,1.2,1,0.15,0.7015585551584165,0.5064260734788792,0.0015585551584165191,2,0.00040494073288122626
uniform,0.85,1000,0.5,1,0.15,0.8435893411254525,0.28473204282864195,0.0064106588745475035,2,0.00549790500735598
uniform,0.85,60,0.5,1,0.15,0.84744956060245,0.2961413221754993,0.002550439397549953,2,0.012086223922814237
laplace,0.85,250,0.15,0,0.15,0.8453805188476203,0.2808462705765404,0.004619481152379645,2,0.005522676643950749
uniform,0.7,4000,1.2,4,0.15,0.7006269533303368,0.5076563401023172,0.0006269533303367991,2,0.00029223188125081836
mixture,0.7,1000,1.2,1,0.15,0.7017119262762272,0.5076783297718066,0.0017119262762272935,2,0.00048472246517346906
mixture,0.85,4000,1.2,4,0.15,0.8469440867549274,0.2804374503072851,0.0030559132450725945,2,0.001898762514423609
laplace,0.85,4000,0.15,0,0.15,0.8500865316335262,0.2758382350839212,8.653163352623228e-05,2,0.0021316286436868035
laplace,0.7,1000,0.15,3,0.15,0.7029059739827943,0.4885369749986623,0.002905973982794352,2,0.02144616670192012
laplace,0.85,2000,1.2,1,0.15,0.8524482582480276,0.2770403692124451,0.002448258248027635,2,0.0020677745276576954
mixture,0.7,60,0.15,2,0.15,0.6630321408499636,0.5305748131965522,0.03696785915003631,2,0.03697573061997429
gaussian,0.7,125,0.5,2,0.15,0.6842958565815969,0.5011116104212815,0.015704143418403094,2,0.01590935879246597
student,0.85,60,0.15,1,0.15,0.8652853324927612,0.2819742713605259,0.015285332492761206,2,0.013376184963468384
laplace,0.85,2000,1.2,3,0.15,0.8482815501531308,0.28086005169273426,0.0017184498468691967,2,0.0007739168591419746
gaussian,0.7,2000,0.5,4,0.15,0.6982532766643287,0.5031721459508699,0.0017467233356712741,2,0.0045606291012615496
student,0.85,4000,0.5,3,0.15,0.8509560332815749,0.27735634844393925,0.0009560332815748973,2,0.0009470578200985265
gaussian,0.85,125,0.5,1,0.15,0.8551337125420932,0.2509583216607286,0.005133712542093272,2,0.0178992630140808
mixture,0.7,1000,0.5,2,0.15,0.7052611951856795,0.5095260818875356,0.005261195185679579,2,0.004022496161502488
gaussian,0.85,2000,1.2,3,0.15,0.8518726646104433,0.2747876125864905,0.0018726646104433309,2,0.0009507446468566351
gaussian,0.7,250,1.2,3,0.15,0.712013825929599,0.4780758012971061,0.012013825929599098,2,0.0035735984290946646
uniform,0.7,60,0.5,2,0.15,0.7149253636439387,0.5044310066918818,0.014925363643938705,2,0.010557759978273124
laplace,0.7,1000,0.15,4,0.15,0.6984247931980452,0.526229419600404,0.001575206801954776,2,0.015564011631794468
laplace,0.7,1000,0.15,2,0.15,0.6909871761182795,0.5216040844953809,0.009012823881720422,2,0.013673708653168906
gaussian,0.85,4000,1.2,0,0.15,0.8511729688574657,0.2737717972122954,0.0011729688574657615,2,0.000779372966203129
laplace,0.85,500,0.5,1,0.15,0.8550855096140983,0.2797779483209371,0.005085509614098371,2,0.00608105336915664
uniform,0.7,4000,0.15,2,0.15,0.7022654127762766,0.5065924501466852,0.0022654127762766763,2,0.003887321282017798
mixture,0.7,4000,0.15,1,0.15,0.7011220657560718,0.5106890923577997,0.0011220657560718772,2,0.0010772812914708223
uniform,0.7,250,0.15,0,0.15,0.6889537872078005,0.5107350844734115,0.011046212792199417,2,0.009169163372389285
uniform,0.85,60,0.15,2,0.15,0.8561493094137517,0.29334096635398466,0.006149309413751691,2,0.020372867515015144
mixture,0.7,1000,1.2,4,0.15,0.6907510160351624,0.5148520622852025,0.009248983964837532,2,0.003491008529527241
mixture,0.7,4000,0.5,0,0.15,0.7019532829873376,0.5094377709292119,0.0019532829873376567,2,0.0014443307196539837
laplace,0.7,4000,0.15,4,0.15,0.697216251195146,0.5159881414069245,0.0027837488048539916,2,0.006279891174218605
mixture,0.7,60,1.2,1,0.15,0.7002190941795866,0.5052884980887984,0.00021909417958665411,2,0.0009152260535706343
student,0.85,1000,1.2,2,0.15,0.8459515904646588,0.2827928331681427,0.004048409535341135,2,0.002014208906368497
uniform,0.7,125,0.5,4,0.15,0.6919026787678352,0.5277181738897773,0.008097321232164778,2,0.007436799171045572
student,0.7,4000,0.5,4,0.15,0.7011697435501562,0.5070470450537167,0.0011697435501561992,2,0.0012369779922048187
student,0.7,125,0.5,4,0.15,0.6976560376569317,0.5144803423784908,0.0023439623430682177,2,0.0019347843781598786
student,0.7,4000,1.2,2,0.15,0.6999750549202401,0.5092193582260383,2.494507975980831e-05,2,0.000177739324306802
mixture,0.7,250,0.15,1,0.15,0.6964175873680993,0.515194701336129,0.003582412631900622,2,0.0059177892602817255
mixture,0.85,2000,1.2,0,0.15,0.8463348960423674,0.2845694979287737,0.0036651039576325317,2,0.0016882661886518816
gaussian,0.7,60,1.2,3,0.15,0.6989135749700301,0.5272548655566928,0.0010864250299698064,2,0.003178335536601919
gaussian,0.7,1000,0.5,0,0.15,0.6965605064074372,0.5060165458937175,0.0034394935925627923,2,0.00438668678554285
uniform,0.7,125,0.5,0,0.15,0.7003055751470426,0.5085027490513979,0.0003055751470426582,2,0.0006654128220575166
mixture,0.85,250,1.2,1,0.15,0.8541100012151177,0.2786930740494756,0.004110001215117731,2,0.0039774705003813365
mixture,0.7,1000,1.2,3,0.15,0.7051007134000719,0.5162656572960348,0.005100713400071899,2,0.0038091245918928495
mixture,0.85,4000,0.15,0,0.15,0.8492567751189942,0.2780632233409822,0.0007432248810057551,2,0.0009267639846080314
laplace,0.7,4000,1.2,3,0.15,0.6995451009273848,0.5050106045195809,0.00045489907261520024,2,0.0012745887868336626
gaussian,0.85,4000,0.5,2,0.15,0.8509557635369049,0.2749291836934475,0.0009557635369049633,2,0.0015437543342075738
gaussian,0.85,125,0.15,0,0.15,0.8357996273733665,0.30805599730452965,0.014200372626633428,2,0.03894220455442355
mixture,0.85,60,0.15,4,0.15,0.8468357490149518,0.2556663897413674,0.0031642509850481337,2,0.029432304554100095
uniform,0.7,60,0.15,4,0.15,0.7011383753223329,0.56871981085076,0.001138375322332963,2,0.052754869297988165
mixture,0.85,1000,0.15,2,0.15,0.848935610722492,0.2766769252470199,0.00106438927750796,2,0.0013688912697327952
student,0.7,1000,1.2,2,0.15,0.7051871012609717,0.4969479568921808,0.0051871012609717715,2,0.0014519917256097252
student,0.85,1000,0.5,1,0.15,0.8490020888692138,0.27051593617043385,0.0009979111307861777,2,0.005906308746046689
gaussian,0.7,250,0.5,0,0.15,0.6964605967697585,0.5153698157853217,0.003539403230241489,2,0.0025253710772969395
laplace,0.7,500,0.15,4,0.15,0.7031689073797579,0.5129648950106727,0.003168907379757946,2,0.003718837331781128
mixture,0.85,125,0.5,0,0.15,0.8604930863774949,0.27046794042732636,0.010493086377494909,2,0.008893414221528445
laplace,0.85,250,1.2,3,0.15,0.8539123544146688,0.2634668267574819,0.003912354414668862,2,0.0030792688002606455
uniform,0.7,60,0.15,2,0.15,0.7082693536510707,0.5163860265608687,0.008269353651070732,2,0.008501801956044296
mixture,0.85,500,1.2,2,0.15,0.8503927973159369,0.27442514612346497,0.00039279731593688805,2,0.0009280399043967428
mixture,0.7,2000,0.15,2,0.15,0.7016220470708354,0.5075291668266187,0.001622047070835464,2,0.0027947609829217525
laplace,0.7,250,0.15,0,0.15,0.6918918353567691,0.5040885196803456,0.00810816464323083,2,0.008513564720019382
laplace,0.85,500,0.15,2,0.15,0.8479175504467731,0.27454952191969634,0.002082449553226895,2,0.004247362673753965
student,0.7,500,0.5,3,0.15,0.6962705013570888,0.5232222352714231,0.0037294986429111665,2,0.005612672256462325
uniform,0.7,125,0.5,1,0.15,0.7047757346680291,0.48851616892355537,0.0047757346680291635,2,0.00955772082367721
uniform,0.85,4000,0.15,4,0.15,0.8513892927239085,0.2821151231950108,0.0013892927239085306,2,0.006006517041969533
gaussian,0.85,250,0.15,4,0.15,0.8553722631289513,0.25907093345264093,0.005372263128951338,2,0.0249082096306101
student,0.7,60,0.5,0,0.15,0.7075307893556412,0.5009618098930033,0.007530789355641221,2,0.005071286337562428
uniform,0.7,4000,0.15,4,0.15,0.6998447604190845,0.5028828781750933,0.0001552395809154561,2,0.006904663097175288
mixture,0.7,2000,0.5,3,0.15,0.6984409325279713,0.511182764641218,0.001559067472028608,2,0.0010540237345082496
mixture,0.7,125,0.15,2,0.15,0.6946960178332122,0.5340357076373519,0.005303982166787735,2,0.02320225411909109
mixture,0.85,4000,0.5,3,0.15,0.849403039490232,0.2734823412377024,0.0005969605097679853,2,0.0034104972190799627
student,0.85,250,1.2,0,0.15,0.8508414859224043,0.28622372909183086,0.0008414859224042948,2,0.004183425686577457
mixture,0.85,500,1.2,4,0.15,0.8531596038280275,0.2648354032849949,0.0031596038280274907,2,0.0029773224038936795
uniform,0.85,60,0.15,4,0.15,0.8356075766340455,0.26507218529489346,0.014392423365954476,2,0.020619109112875587
mixture,0.7,2000,1.2,2,0.15,0.6969250992261231,0.5130564895854864,0.003074900773876843,2,0.0009547611850920892
gaussian,0.7,250,0.5,3,0.15,0.6972515401238505,0.49818438449396246,0.002748459876149467,2,0.0077087789755772365
student,0.7,60,0.15,0,0.15,0.6962859974169413,0.4721030295763892,0.003714002583058651,2,0.03820938312267302
student,0.85,500,0.15,4,0.15,0.8483030477277828,0.2771406396825307,0.0016969522722172226,2,0.0014489760276663037
uniform,0.85,4000,0.5,3,0.15,0.8526561133724186,0.27440257813906654,0.002656113372418667,2,0.002260735206842015
mixture,0.7,1000,0.5,3,0.15,0.6976562121652354,0.5126091217129156,0.0023437878347645213,2,0.0015334051249095652
mixture,0.85,4000,0.15,1,0.15,0.848380953263123,0.2801631927992918,0.0016190467368769612,2,0.0036175893904452946
uniform,0.85,500,1.2,2,0.15,0.8542283369632745,0.26975127709867464,0.004228336963274515,2,0.0019508027437308585
student,0.85,2000,0.5,0,0.15,0.8468773192016464,0.2782469884906291,0.0031226807983535387,2,0.0028212936006070505
gaussian,0.85,500,1.2,0,0.15,0.8442410774274339,0.28704525106942275,0.00575892257256605,2,0.0027251229378636456
uniform,0.85,1000,0.15,0,0.15,0.8455128112145814,0.2811289470668344,0.004487188785418539,2,0.005717801596661929
mixture,0.7,125,1.2,0,0.15,0.7275106972779393,0.4836548138837705,0.02751069727793931,2,0.009538835081947302
student,0.85,2000,1.2,0,0.15,0.8508510433382981,0.2732182920319446,0.0008510433382981075,2,0.0010848893847554173
gaussian,0.7,250,0.15,2,0.15,0.7088926462657869,0.49766021123853527,0.008892646265786897,2,0.014445535525091402
mixture,0.7,4000,0.15,2,0.15,0.7037234161928907,0.5064056721832676,0.0037234161928907383,2,0.004759855031410841
student,0.7,1000,0.15,1,0.15,0.6924548044462864,0.5052221869541428,0.0075451955537135795,2,0.007596409221395518
student,0.85,125,1.2,2,0.15,0.8371726248555206,0.27638246811801104,0.012827375144479403,2,0.011826380056648062
uniform,0.85,125,1.2,2,0.15,0.834949113639219,0.28722438941297923,0.015050886360781002,2,0.010009887774425926
gaussian,0.7,125,0.5,4,0.15,0.6979063447979085,0.5117059342355208,0.0020936552020914823,2,0.00137726206787228
gaussian,0.85,125,0.15,2,0.15,0.8436272829718408,0.30292721103377784,0.006372717028159225,2,0.03172088188324412
mixture,0.7,250,0.15,4,0.15,0.7008976378912045,0.50582139126741,0.0008976378912045613,2,0.0041520160169199564
gaussian,0.85,2000,0.5,4,0.15,0.8462733722587185,0.2778456544416229,0.0037266277412815185,2,0.0036960490628323377
student,0.85,60,0.15,0,0.15,0.8567615356789406,0.2796472384452173,0.006761535678940667,2,0.005979598841695409
uniform,0.85,1000,0.5,2,0.15,0.850490232995793,0.27386807809799407,0.000490232995792983,2,0.002428236860140892
student,0.7,60,0.5,3,0.15,0.7141825971189081,0.5258001425556629,0.014182597118908125,2,0.017300801584846422
student,0.85,500,1.2,1,0.15,0.8524479424939307,0.2805965097255873,0.002447942493930766,2,0.0033063961031849975
student,0.85,60,0.5,4,0.15,0.8433133136093044,0.29434286162539947,0.006686686390695584,2,0.00983820290967757
uniform,0.7,2000,0.5,0,0.15,0.7043796239321526,0.5038231514156826,0.004379623932152632,2,0.0030788451864701212
gaussian,0.85,4000,0.15,0,0.15,0.8486091635779902,0.27852123219394054,0.0013908364220097669,2,0.0016973109473035857
student,0.85,2000,0.5,1,0.15,0.8507087837902202,0.27671638919918545,0.0007087837902202132,2,0.0005821140040294508
student,0.7,60,0.5,1,0.15,0.7234615187293767,0.47267042595282355,0.02346151872937674,2,0.017667428176510177
laplace,0.7,500,0.5,4,0.15,0.7071053871321651,0.5168186869914206,0.007105387132165131,2,0.008219168665335747
laplace,0.7,60,0.5,4,0.15,0.7039265602720277,0.49871948170216124,0.003926560272027757,2,0.004746194084734332
student,0.7,4000,0.5,2,0.15,0.6923307972272947,0.5082561147489499,0.007669202772705219,2,0.006823892511566747
student,0.85,1000,0.15,2,0.15,0.8455792459780473,0.2794040388405685,0.004420754021952633,2,0.004133855288517107
mixture,0.85,500,0.5,4,0.15,0.8545117944738082,0.26602005781519805,0.004511794473808228,2,0.006919118856163156
mixture,0.7,250,0.15,0,0.15,0.6996749043033931,0.5081675602953813,0.00032509569660688076,2,0.001767889982661356
uniform,0.7,500,1.2,1,0.15,0.7057021875200825,0.5121247514150634,0.005702187520082558,2,0.0031228795632207533
laplace,0.7,250,0.5,3,0.15,0.6967395949883821,0.5025838194448023,0.0032604050116178396,2,0.005789568620971328
gaussian,0.85,125,1.2,4,0.15,0.8560169388592332,0.2581456284370533,0.006016938859233267,2,0.00415869722907399
laplace,0.7,2000,0.5,2,0.15,0.6996579167334634,0.5024862690669425,0.0003420832665365081,2,0.004022974805848739
student,0.85,4000,1.2,0,0.15,0.8503211746417657,0.27416421900426324,0.0003211746417657313,2,0.0011278349451175533
mixture,0.7,500,0.5,3,0.15,0.706048191628514,0.5070120236257224,0.006048191628513999,2,0.00423089080145978
laplace,0.7,1000,0.5,4,0.15,0.696393174949617,0.511536495216314,0.0036068250503829002,2,0.0025386553847826553
student,0.85,1000,0.5,4,0.15,0.8507453379013916,0.2778380671722958,0.0007453379013916406,2,0.0009513698211518737
gaussian,0.7,250,0.5,1,0.15,0.6888663897545036,0.5168659656581679,0.011133610245496306,2,0.007396711857235662
gaussian,0.7,125,0.15,0,0.15,0.6851241025570292,0.5528779529116218,0.014875897442970798,2,0.042290666217859055
laplace,0.7,500,1.2,2,0.15,0.7135575151708601,0.5026373988568313,0.013557515170860124,2,0.005327811290628777
mixture,0.7,2000,1.2,4,0.15,0.7017470182809623,0.5100257784820598,0.0017470182809623536,2,0.0008264265029814608
student,0.7,500,1.2,2,0.15,0.7049371883407702,0.5089665480993374,0.004937188340770282,2,0.0021606520142237245
gaussian,0.85,500,0.15,4,0.15,0.8515398858842764,0.2712032081207524,0.0015398858842764485,2,0.00824158955669621
uniform,0.7,1000,0.15,1,0.15,0.695335711803181,0.5084637093398711,0.0046642881968189664,2,0.003898343470415348
mixture,0.85,4000,1.2,1,0.15,0.8523680830402529,0.2744583185658642,0.002368083040252933,2,0.0012534554318710007
gaussian,0.85,60,1.2,3,0.15,0.8431488437411195,0.278014057871154,0.006851156258880442,2,0.006135770291840236
gaussian,0.7,2000,1.2,4,0.15,0.7010179834516874,0.5080661922118329,0.0010179834516874653,2,0.0002553172432890982
uniform,0.7,500,0.15,2,0.15,0.7031006510061986,0.49828535774094174,0.003100651006198607,2,0.011843538944463373
student,0.85,2000,0.15,2,0.15,0.8465785569851209,0.2781724761323882,0.003421443014879122,2,0.0028316469044000936
uniform,0.7,250,0.5,0,0.15,0.7121011494493791,0.496772366805077,0.012101149449379123,2,0.007831612827925423
gaussian,0.7,60,0.15,1,0.15,0.6970080286461778,0.5220938640139625,0.0029919713538221204,2,0.011967444445368347
mixture,0.7,2000,0.5,4,0.15,0.7063173103832481,0.506710665115817,0.00631731038324812,2,0.004380339184251423
mixture,0.7,500,0.15,0,0.15,0.7055878514022542,0.522574369453206,0.0055878514022542625,2,0.01243321189039863
student,0.85,500,0.15,1,0.15,0.8554971345558169,0.26968328155882504,0.005497134555816907,2,0.010972120879264666
student,0.7,4000,0.5,1,0.15,0.7042573276385785,0.5067834838493303,0.004257327638578556,2,0.002832211996296255
student,0.7,60,0.15,2,0.15,0.7064410602660791,0.474934757461914,0.006441060266079157,2,0.03583051516084614
gaussian,0.7,4000,0.15,1,0.15,0.6975171077008,0.5046961393202652,0.002482892299199957,2,0.0053205244023335286
uniform,0.85,500,1.2,3,0.15,0.8502261111160515,0.28257377036415027,0.00022611111605153056,2,0.002233263546242014
student,0.85,4000,0.5,2,0.15,0.8503343967104496,0.2803170730620964,0.00033439671044965813,2,0.0023395389452938883
gaussian,0.85,60,0.15,1,0.15,0.8466681581932597,0.27144858335341004,0.0033318418067402877,2,0.008436741816554537
laplace,0.7,60,1.2,4,0.15,0.7050173096723529,0.5077642950551182,0.005017309672352921,2,0.0020567623999336693
uniform,0.85,250,0.5,0,0.15,0.8630765041378355,0.259431350825509,0.013076504137835565,2,0.012319319361830817
mixture,0.85,60,1.2,2,0.15,0.8395842648799986,0.2853074332880589,0.01041573512000138,2,0.007070794828228078
gaussian,0.85,500,1.2,1,0.15,0.849842255670712,0.2758095736481374,0.00015774432928794546,2,0.0007987147675016024
uniform,0.85,250,1.2,4,0.15,0.8524517172812484,0.2773363090784452,0.002451717281248378,2,0.0022064561346495076
laplace,0.85,4000,0.15,1,0.15,0.8483499256479029,0.28027436991043914,0.001650074352097075,2,0.0037449144128902296
gaussian,0.85,2000,0.15,1,0.15,0.8490143162337426,0.27512462417559064,0.0009856837662574058,2,0.0031786451438350783
laplace,0.85,125,0.15,1,0.15,0.8440194195326756,0.3074658921565197,0.0059805804673244145,2,0.0366157605304208
student,0.7,4000,1.2,0,0.15,0.6991987719840149,0.5090608269054901,0.0008012280159850338,2,0.0005499573612184282
student,0.85,2000,1.2,1,0.15,0.8501645002504646,0.2727956416882189,0.00016450025046466088,2,0.0016792029625383486
mixture,0.85,125,0.5,4,0.15,0.8497456270953658,0.2852057173278883,0.0002543729046341481,2,0.005484552705412001
mixture,0.85,250,0.15,2,0.15,0.8285912338052003,0.3003397280385005,0.0214087661947997,2,0.03265035577195527
laplace,0.85,250,0.5,4,0.15,0.8561159493652649,0.2634190915084338,0.006115949365264939,2,0.008423334623622757
laplace,0.85,4000,0.15,2,0.15,0.8481301182549753,0.27425447249072554,0.0018698817450246707,2,0.00450623818748383
mixture,0.7,500,1.2,0,0.15,0.697153749213982,0.5134787745913185,0.0028462507860179675,2,0.0008188579111704102
laplace,0.7,4000,0.15,3,0.15,0.6955396532734522,0.5149759268337678,0.004460346726547715,2,0.006184020966689327
student,0.7,4000,1.2,4,0.15,0.7002405044618766,0.5107622348761006,0.00024050446187662278,2,0.00026083873097999154
uniform,0.85,500,0.15,1,0.15,0.8513131745415128,0.27500891425513674,0.001313174541512807,2,0.0033538136173558346
laplace,0.85,4000,0.5,1,0.15,0.8494706985801885,0.2777777269178897,0.0005293014198114454,2,0.0004773979203441268
uniform,0.85,125,1.2,1,0.15,0.8442654419782908,0.2661497364788446,0.005734558021709191,2,0.009541749655104298
student,0.7,60,1.2,1,0.15,0.7381918243636161,0.4861727882378128,0.03819182436361612,2,0.01575654261730123
uniform,0.85,60,1.2,2,0.15,0.8335637959251995,0.31351968304681554,0.01643620407480051,2,0.007240590031543723
gaussian,0.85,4000,1.2,3,0.15,0.847710675543451,0.27828155879187166,0.002289324456548947,2,0.0018255054180106635
uniform,0.7,125,1.2,4,0.15,0.6979664401991267,0.5377162575324059,0.0020335598008732747,2,0.004997329928701942
gaussian,0.85,60,1.2,1,0.15,0.8547958658536748,0.2707994815103836,0.004795865853674863,2,0.0025199187018975482
student,0.7,2000,0.15,2,0.15,0.6980326018017464,0.5137114335829882,0.001967398198253534,2,0.003998610196583234
laplace,0.7,1000,0.5,1,0.15,0.6955390852985814,0.5048434505706784,0.004460914701418517,2,0.005658668485673055
gaussian,0.7,500,0.15,2,0.15,0.7100380223118095,0.5159212864137575,0.010038022311809502,2,0.009433175136294202
uniform,0.7,1000,1.2,0,0.15,0.6925993051623638,0.5178965545064318,0.007400694837636168,2,0.0022620957162306334
uniform,0.85,1000,1.2,1,0.15,0.8508597978223627,0.2684069815889118,0.0008597978223626734,2,0.0029181194166204055
laplace,0.85,60,0.15,3,0.15,0.848376257258861,0.30009656835128834,0.001623742741138967,2,0.027863127473042457
uniform,0.7,500,0.15,1,0.15,0.7109139589624143,0.5096794930215233,0.010913958962414316,2,0.009064293313202226
gaussian,0.85,2000,0.15,3,0.15,0.8455090099595177,0.27806723712896286,0.004490990040482257,2,0.003605621547621265
mixture,0.85,250,0.15,4,0.15,0.8551035736160949,0.27396682647299664,0.005103573616094925,2,0.006073843666397151
mixture,0.85,4000,1.2,3,0.15,0.8504671384821886,0.2781747731646867,0.00046713848218860043,2,0.0006775309552683437
gaussian,0.85,500,0.15,2,0.15,0.8548982660309541,0.26520479810055175,0.004898266030954113,2,0.016591989612084
uniform,0.7,4000,0.15,3,0.15,0.6991022653799852,0.5124693573235168,0.0008977346200147451,2,0.0025273905685892495
gaussian,0.7,2000,1.2,1,0.15,0.6962430723263746,0.5144501162154713,0.003756927673625343,2,0.001105983849872057
uniform,0.85,4000,0.5,4,0.15,0.8486002084659794,0.27653798321049256,0.001399791534020589,2,0.0019497347236149035
laplace,0.7,60,0.5,1,0.15,0.6748658245582654,0.5574072003543301,0.025134175441734574,2,0.020295533414343227
student,0.85,60,1.2,4,0.15,0.8707898634040178,0.250058757817347,0.020789863404017783,2,0.011123658918975236
student,0.7,250,1.2,2,0.15,0.7075621122310616,0.5128034718924597,0.007562112231061624,2,0.004150849191568606
uniform,0.85,250,0.15,0,0.15,0.8388538039226489,0.2827878760322133,0.011146196077351123,2,0.01098856740731842
gaussian,0.7,4000,1.2,4,0.15,0.7052628615933362,0.506000512039923,0.005262861593336221,2,0.0018381062611537232
uniform,0.85,125,0.15,4,0.15,0.8442333150877764,0.2894465469368419,0.005766684912223541,2,0.015697554236475317
gaussian,0.85,250,1.2,4,0.15,0.8427204037698804,0.28838543952625484,0.007279596230119534,2,0.0034890594067688435
student,0.85,60,0.5,2,0.15,0.8305915397424302,0.3317094596439783,0.019408460257569815,2,0.02931184706758579
mixture,0.85,2000,0.15,3,0.15,0.8509499983281754,0.2769809253496904,0.0009499983281754387,2,0.0010004553613074036
gaussian,0.7,4000,0.15,4,0.15,0.7003301324023786,0.510828465742658,0.0003301324023786689,2,0.0008236383578323852
mixture,0.7,125,0.15,4,0.15,0.6822480347643883,0.5216169378989689,0.017751965235611622,2,0.018776027739353395
mixture,0.85,250,0.5,3,0.15,0.8546499786753899,0.27450128303537413,0.004649978675389965,2,0.003881873982488548
gaussian,0.7,2000,1.2,0,0.15,0.700739275200117,0.5173044071044568,0.0007392752001170733,2,0.0018768984787511536
laplace,0.7,250,1.2,3,0.15,0.695354370986556,0.5126864977223478,0.004645629013444008,2,0.001789241579346138
uniform,0.85,4000,0.15,2,0.15,0.8492321668761451,0.28128068393695166,0.0007678331238548664,2,0.004826745154686837
mixture,0.85,60,0.15,0,0.15,0.8299864412650786,0.29697100042582986,0.02001355873492139,2,0.028801717496348835
laplace,0.85,2000,0.5,2,0.15,0.8484982481428534,0.278904583588205,0.001501751857146627,2,0.0012294939277520788
student,0.85,60,0.5,1,0.15,0.8254898354294029,0.2638311088045398,0.02451016457059707,2,0.03368135044244476
uniform,0.85,2000,0.5,2,0.15,0.848716671894449,0.2783515879082939,0.0012833281055509849,2,0.001084122152976445
student,0.85,500,0.5,4,0.15,0.8545500145378924,0.2772661999227081,0.004550014537892388,2,0.0045000934750514905
laplace,0.7,1000,0.15,1,0.15,0.6953797632812754,0.5157349286259586,0.00462023671872458,2,0.006861112636643556
laplace,0.85,60,0.15,2,0.15,0.8466715540026335,0.2631489079346822,0.0033284459973664804,2,0.019397924014355653
student,0.7,500,1.2,1,0.15,0.6944052688334635,0.4965760346696765,0.005594731166536415,2,0.005240970365021726
uniform,0.85,250,0.15,4,0.15,0.8549221618218839,0.26643260072334296,0.004922161821883875,2,0.014834567677018597
uniform,0.7,1000,1.2,4,0.15,0.6909838995528749,0.5125974273373186,0.009016100447125086,2,0.003813688578581689
gaussian,0.7,125,1.2,2,0.15,0.7093823635924418,0.48983774132353236,0.009382363592441822,2,0.0023924934638889614
student,0.85,1000,0.5,3,0.15,0.8524796828404381,0.27323092694889334,0.002479682840438091,2,0.0025951363389637864
mixture,0.7,500,0.5,1,0.15,0.6968149388859843,0.5132338892394077,0.0031850611140156193,2,0.00207420588465116
laplace,0.7,250,0.15,3,0.15,0.7036318039586367,0.5032491228758031,0.0036318039586367146,2,0.0073674238482850365
gaussian,0.85,125,0.15,4,0.15,0.8468985846841007,0.2866632473086666,0.0031014153158992475,2,0.011798364445219079
laplace,0.7,2000,0.15,3,0.15,0.7064494763086113,0.4975958408115794,0.006449476308611368,2,0.013495283855845598
gaussian,0.7,60,0.15,2,0.15,0.7159120355539422,0.5212407957282894,0.015912035553942272,2,0.015808423314300983
gaussian,0.7,2000,0.5,3,0.15,0.6988299877616068,0.5126894440404732,0.0011700122383931921,2,0.0011217592394788943
uniform,0.85,125,0.5,4,0.15,0.8621578680173565,0.2618759540702953,0.012157868017356521,2,0.011055904198843333
laplace,0.85,125,0.15,2,0.15,0.839592660224362,0.2679190354850438,0.010407339775638014,2,0.015883817077993807
laplace,0.7,4000,0.5,2,0.15,0.6983619112546025,0.5076285722510955,0.0016380887453975035,2,0.002235590958951011
laplace,0.7,500,0.15,2,0.15,0.7037553454810974,0.4961510201009338,0.0037553454810974607,2,0.014049057664034378
laplace,0.85,250,1.2,4,0.15,0.8462355437594918,0.28089705458807357,0.0037644562405081405,2,0.002349811243020356
mixture,0.85,500,0.15,2,0.15,0.8455787391402557,0.2871818075882144,0.004421260859744258,2,0.012617845520368917
