stage,seed,n_chains,arch,region,hp,checkpoint,at_cap,n_params,sq_err,sq_ref,risk
screen,10000,2048,conv,bulk,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",16000,False,66433,6870.913291279554,1083969.239568798,0.07961570678456768
screen,10000,2048,conv,centre,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",16000,False,66433,271.39845082402735,44414.23562951278,0.07817044531522697
screen,10000,2048,conv,all,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",8000,False,66433,13722.68854577101,1425250.9359114203,0.09812370448527107
screen,10000,2048,conv,bulk,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",8000,False,66433,9411.238545471168,1083969.239568798,0.09317832768758526
screen,10000,2048,conv,centre,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",8000,False,66433,378.4085182819931,44414.23562951278,0.09230375224981083
screen,10000,2048,conv,all,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",64000,True,263937,10241.96187131507,1425250.9359114203,0.0847707274315967
screen,10000,2048,conv,bulk,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",64000,True,263937,7134.031416885664,1083969.239568798,0.08112580694838885
screen,10000,2048,conv,centre,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",64000,True,263937,300.75233325451643,44414.23562951278,0.08228930730030948
screen,10000,2048,conv,all,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",4000,False,263937,37529.73990833713,1425250.9359114203,0.1622714473878857
screen,10000,2048,conv,bulk,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",4000,False,263937,26513.10177601871,1083969.239568798,0.15639461323745135
screen,10000,2048,conv,centre,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",4000,False,263937,1081.9155469282632,44414.23562951278,0.15607580537748286
screen,10000,2048,conv,all,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",32000,False,66433,30170.57849642383,1425250.9359114203,0.145494357598339
screen,10000,2048,conv,bulk,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",32000,False,66433,20958.73441014704,1083969.239568798,0.13905097809667635
screen,10000,2048,conv,centre,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",32000,False,66433,1124.6327517081152,44414.23562951278,0.1591271436914733
screen,10000,2048,conv,all,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",2000,False,66433,86893.39336294682,1425250.9359114203,0.2469151349800897
screen,10000,2048,conv,bulk,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",2000,False,66433,62990.59217900363,1083969.239568798,0.2410623392066158
screen,10000,2048,conv,centre,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",2000,False,66433,2983.4523228763246,44414.23562951278,0.25917819134458164
screen,10000,2048,conv,all,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",64000,True,263937,48600.23536106706,1425250.9359114203,0.18466029235524772
screen,10000,2048,conv,bulk,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",64000,True,263937,36144.08969105414,1083969.239568798,0.18260394950193695
screen,10000,2048,conv,centre,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",64000,True,263937,1753.5817482875746,44414.23562951278,0.19870185070946317
screen,10000,2048,conv,all,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",8000,False,263937,122484.58806690713,1425250.9359114203,0.2931534810213604
screen,10000,2048,conv,bulk,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",8000,False,263937,89780.10820320314,1083969.239568798,0.2877938991074781
screen,10000,2048,conv,centre,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",8000,False,263937,4333.9588208305095,44414.23562951278,0.31237861435013065
screen,10000,2048,bimp,all,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",16000,False,8965,13321.869597761428,1425250.9359114203,0.09668006231861712
screen,10000,2048,bimp,bulk,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",16000,False,8965,9194.119244368989,1083969.239568798,0.09209723398977007
screen,10000,2048,bimp,centre,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",16000,False,8965,373.3892364564763,44414.23562951278,0.09168954152555625
screen,10000,2048,bimp,all,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",32000,False,8965,18954.671982856635,1425250.9359114203,0.11532208060032158
screen,10000,2048,bimp,bulk,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",32000,False,8965,13559.484826480535,1083969.239568798,0.11184410940260214
screen,10000,2048,bimp,centre,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",32000,False,8965,557.4471269534174,44414.23562951278,0.11203165317146488
screen,10000,2048,bimp,all,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",16000,False,34309,16473.116481776327,1425250.9359114203,0.10750835513141152
screen,10000,2048,bimp,bulk,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",16000,False,34309,11823.954885538808,1083969.239568798,0.10444145246691815
screen,10000,2048,bimp,centre,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",16000,False,34309,531.5294291442106,44414.23562951278,0.10939628182516453
screen,10000,2048,bimp,all,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",8000,False,34309,34678.1443680936,1425250.9359114203,0.155984791841626
screen,10000,2048,bimp,bulk,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",8000,False,34309,25491.919365426307,1083969.239568798,0.1533531809983327
screen,10000,2048,bimp,centre,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",8000,False,34309,1016.1411849215565,44414.23562951278,0.15125715617320531
screen,10000,2048,bimp,all,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",32000,False,8965,22552.9291231629,1425250.9359114203,0.12579280752554972
screen,10000,2048,bimp,bulk,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",32000,False,8965,15314.871868968658,1083969.239568798,0.11886341532159475
screen,10000,2048,bimp,centre,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",32000,False,8965,612.3412784736681,44414.23562951278,0.1174182685976281
screen,10000,2048,bimp,all,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",16000,False,8965,52941.14034345378,1425250.9359114203,0.19273073534658358
screen,10000,2048,bimp,bulk,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",16000,False,8965,37939.277841632844,1083969.239568798,0.18708374327791766
screen,10000,2048,bimp,centre,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",16000,False,8965,1571.8701617645481,44414.23562951278,0.18812531444371186
screen,10000,2048,bimp,all,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",64000,True,34309,21422.218129582256,1425250.9359114203,0.12259889367347691
screen,10000,2048,bimp,bulk,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",64000,True,34309,14306.336207764747,1083969.239568798,0.11488299111958064
screen,10000,2048,bimp,centre,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",64000,True,34309,643.3657235221191,44414.23562951278,0.12035603267056826
screen,10000,2048,bimp,all,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",32000,False,34309,92345.03181614728,1425250.9359114203,0.2545429659331094
screen,10000,2048,bimp,bulk,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",32000,False,34309,69834.9383988639,1083969.239568798,0.2538212029886696
screen,10000,2048,bimp,centre,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",32000,False,34309,2266.199504698838,44414.23562951278,0.22588530253006311
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 64}",1000,False,4801,58271.88935273105,1430254.9479102963,0.201847242292465
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 64}",1000,False,4801,33241.46916146401,1089372.4409566503,0.17468351120475098
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 64}",1000,False,4801,1378.965391890009,45204.21662967489,0.17465748798883413
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 128}",2000,False,17793,55253.22541323142,1430254.9479102963,0.19654956550975106
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 128}",2000,False,17793,33622.62210789767,1089372.4409566503,0.175682133785714
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 128}",2000,False,17793,1385.3723221816658,45204.21662967489,0.17506276341338906
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 64}",1000,False,5057,63133.252502927964,1430254.9479102963,0.2100982101045622
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 64}",1000,False,5057,38404.290701684775,1089372.4409566503,0.18775939711064585
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 64}",1000,False,5057,1551.6978562141837,45204.21662967489,0.1852738414854554
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 128}",2000,False,18305,75746.64029494191,1430254.9479102963,0.23013091165426602
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 128}",2000,False,18305,46667.647621910786,1089372.4409566503,0.2069758919530204
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 128}",2000,False,18305,1921.9352654747224,45204.21662967489,0.20619584234994925
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 8, ""width"": 64}",1000,False,5569,111358.88230700168,1430254.9479102963,0.2790330859891687
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 8, ""width"": 64}",1000,False,5569,72583.41232760012,1089372.4409566503,0.2581252553818201
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 8, ""width"": 64}",1000,False,5569,2998.8770937423806,45204.21662967489,0.257566786587274
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 8, ""width"": 128}",1000,False,19329,105614.921764251,1430254.9479102963,0.27174146436084023
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 8, ""width"": 128}",1000,False,19329,72434.6746485451,1089372.4409566503,0.25786064505961626
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 8, ""width"": 128}",1000,False,19329,2960.442317470923,45204.21662967489,0.25591092583623337
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 16, ""width"": 64}",500,False,6593,150829.86561250957,1430254.9479102963,0.3247408645929281
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 16, ""width"": 64}",500,False,6593,100002.62058157442,1089372.4409566503,0.3029824675982414
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 16, ""width"": 64}",500,False,6593,4587.159169046828,45204.21662967489,0.318553536741721
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 16, ""width"": 128}",500,False,21377,166993.07212997082,1430254.9479102963,0.3416980479437615
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 16, ""width"": 128}",500,False,21377,111143.68961577909,1089372.4409566503,0.31941419515975766
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 16, ""width"": 128}",500,False,21377,5129.742503127853,45204.21662967489,0.3368668759336061
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 2, ""width"": 64}",4000,False,4801,122681.02886488744,1430254.9479102963,0.29287477997454187
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 2, ""width"": 64}",4000,False,4801,74972.64250068391,1089372.4409566503,0.26233921643712205
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 2, ""width"": 64}",4000,False,4801,2932.2267008965296,45204.21662967489,0.25468847811863393
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 2, ""width"": 128}",4000,False,17793,130942.11048391499,1430254.9479102963,0.30257492812778214
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 2, ""width"": 128}",4000,False,17793,80149.26433597012,1089372.4409566503,0.27124489803884927
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 2, ""width"": 128}",4000,False,17793,3211.921211459998,45204.21662967489,0.2665587652440753
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 4, ""width"": 64}",2000,False,5057,162119.97186378387,1430254.9479102963,0.3366755129054591
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 4, ""width"": 64}",2000,False,5057,103176.16962215982,1089372.4409566503,0.3077524423945403
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 4, ""width"": 64}",2000,False,5057,3941.2298367735043,45204.21662967489,0.29527481576782055
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 4, ""width"": 128}",4000,False,18305,172094.64734534043,1430254.9479102963,0.3468781560702539
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 4, ""width"": 128}",4000,False,18305,111666.18114808721,1089372.4409566503,0.3201641051714618
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 4, ""width"": 128}",4000,False,18305,4166.342326728985,45204.21662967489,0.3035903771243069
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 8, ""width"": 64}",4000,False,5569,319054.1913398362,1430254.9479102963,0.47230821306389137
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 8, ""width"": 64}",4000,False,5569,235220.36467016122,1089372.4409566503,0.4646749569142426
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 8, ""width"": 64}",4000,False,5569,10115.99920577755,45204.21662967489,0.4730585753401638
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 8, ""width"": 128}",4000,False,19329,372104.77816642943,1430254.9479102963,0.5100654347147562
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 8, ""width"": 128}",4000,False,19329,276856.2824345403,1089372.4409566503,0.5041258872526704
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 8, ""width"": 128}",4000,False,19329,11662.698797541061,45204.21662967489,0.5079372414823311
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 16, ""width"": 64}",2000,False,6593,652102.8217240584,1430254.9479102963,0.6752293483103162
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 16, ""width"": 64}",2000,False,6593,490040.89073063456,1089372.4409566503,0.6706994777489415
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 16, ""width"": 64}",2000,False,6593,23576.367701281124,45204.21662967489,0.7221858490848458
screen,10001,32,window,all,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 16, ""width"": 128}",1000,False,21377,649327.8630151424,1430254.9479102963,0.6737911309598915
screen,10001,32,window,bulk,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 16, ""width"": 128}",1000,False,21377,481545.84613582614,1089372.4409566503,0.6648606476983432
screen,10001,32,window,centre,"{""lr"": 0.003, ""parameterization"": ""x0"", ""radius"": 16, ""width"": 128}",1000,False,21377,23413.890650936355,45204.21662967489,0.7196930671583756
screen,10001,32,conv,all,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,66433,158682.34695806823,1430254.9479102963,0.33308691958578385
screen,10001,32,conv,bulk,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,66433,111069.6680160201,1089372.4409566503,0.31930781265729397
screen,10001,32,conv,centre,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,66433,5369.3875005811715,45204.21662967489,0.34464572827585255
screen,10001,32,conv,all,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",1000,False,66433,177519.17962381445,1430254.9479102963,0.3523026514112543
screen,10001,32,conv,bulk,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",1000,False,66433,111684.2808363758,1089372.4409566503,0.32019005141429596
screen,10001,32,conv,centre,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",1000,False,66433,3611.900944162875,45204.21662967489,0.28266916884936016
screen,10001,32,conv,all,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,263937,258960.60430711065,1430254.9479102963,0.4255103424414902
screen,10001,32,conv,bulk,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,263937,176025.4075649015,1089372.4409566503,0.4019754102776496
screen,10001,32,conv,centre,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,263937,8291.701712650776,45204.21662967489,0.4282845041692496
screen,10001,32,conv,all,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",32000,False,263937,147114.297879546,1430254.9479102963,0.3207160631749527
screen,10001,32,conv,bulk,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",32000,False,263937,104681.52095048985,1089372.4409566503,0.30998938313241053
screen,10001,32,conv,centre,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",32000,False,263937,3792.1366752891854,45204.21662967489,0.2896359840205869
screen,10001,32,conv,all,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",2000,False,66433,639465.0767217894,1430254.9479102963,0.6686543682889697
screen,10001,32,conv,bulk,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",2000,False,66433,396148.41950935,1089372.4409566503,0.6030325734648344
screen,10001,32,conv,centre,"{""channels"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",2000,False,66433,17223.853220412835,45204.21662967489,0.6172707303743015
screen,10001,32,conv,all,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",500,False,66433,557419.0418518445,1430254.9479102963,0.6242868266579538
screen,10001,32,conv,bulk,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",500,False,66433,380749.45219195663,1089372.4409566503,0.5911959516334299
screen,10001,32,conv,centre,"{""channels"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",500,False,66433,14772.846364266074,45204.21662967489,0.571666333918513
screen,10001,32,conv,all,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",1000,False,263937,658638.513557708,1430254.9479102963,0.6786046507334876
screen,10001,32,conv,bulk,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",1000,False,263937,461431.57573113433,1089372.4409566503,0.6508268519465272
screen,10001,32,conv,centre,"{""channels"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",1000,False,263937,16469.51002181676,45204.21662967489,0.6036022717831779
screen,10001,32,conv,all,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",32000,False,263937,498955.6130292242,1430254.9479102963,0.5906418651842034
screen,10001,32,conv,bulk,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",32000,False,263937,356274.1423387018,1089372.4409566503,0.571878750363208
screen,10001,32,conv,centre,"{""channels"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",32000,False,263937,14744.63417873159,45204.21662967489,0.5711202081530145
screen,10001,32,bimp,all,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,8965,101445.30668039451,1430254.9479102963,0.2663233532064359
screen,10001,32,bimp,bulk,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,8965,65193.58030938293,1089372.4409566503,0.24463253969424395
screen,10001,32,bimp,centre,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,8965,2865.1049117876855,45204.21662967489,0.25175655715758155
screen,10001,32,bimp,all,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",500,False,8965,150031.78569546997,1430254.9479102963,0.3238805810408479
screen,10001,32,bimp,bulk,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",500,False,8965,105707.36380538638,1089372.4409566503,0.3115045746935322
screen,10001,32,bimp,centre,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""eps""}",500,False,8965,3993.0749442225515,45204.21662967489,0.2972105743157983
screen,10001,32,bimp,all,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,34309,117693.37307446825,1430254.9479102963,0.28685952535722614
screen,10001,32,bimp,bulk,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,34309,80794.28892345994,1089372.4409566503,0.2723341720927986
screen,10001,32,bimp,centre,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""eps""}",500,False,34309,3486.4447885640197,45204.21662967489,0.277716652829944
screen,10001,32,bimp,all,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",32000,False,34309,158444.41421243735,1430254.9479102963,0.3328371059883766
screen,10001,32,bimp,bulk,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",32000,False,34309,109553.74785576611,1089372.4409566503,0.3171213105535276
screen,10001,32,bimp,centre,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""eps""}",32000,False,34309,3606.834668026899,45204.21662967489,0.28247085463473554
screen,10001,32,bimp,all,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",2000,False,8965,162944.21545599782,1430254.9479102963,0.3375302836284918
screen,10001,32,bimp,bulk,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",2000,False,8965,102116.45602392442,1089372.4409566503,0.306167913769873
screen,10001,32,bimp,centre,"{""hidden"": 64, ""lr"": 0.001, ""parameterization"": ""x0""}",2000,False,8965,3753.2720893116357,45204.21662967489,0.2881479610751128
screen,10001,32,bimp,all,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",1000,False,8965,365774.54938619916,1430254.9479102963,0.5057082195877433
screen,10001,32,bimp,bulk,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",1000,False,8965,267922.82225684,1089372.4409566503,0.4959257542880148
screen,10001,32,bimp,centre,"{""hidden"": 64, ""lr"": 0.003, ""parameterization"": ""x0""}",1000,False,8965,11537.469148583032,45204.21662967489,0.5052028624891034
screen,10001,32,bimp,all,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",1000,False,34309,235113.6586461395,1430254.9479102963,0.40544523469364596
screen,10001,32,bimp,bulk,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",1000,False,34309,154782.30407837627,1089372.4409566503,0.3769402042055968
screen,10001,32,bimp,centre,"{""hidden"": 128, ""lr"": 0.001, ""parameterization"": ""x0""}",1000,False,34309,6254.7914418838955,45204.21662967489,0.37197773263529094
screen,10001,32,bimp,all,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",64000,True,34309,480106.89528398745,1430254.9479102963,0.5793783228194946
screen,10001,32,bimp,bulk,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",64000,True,34309,327147.0971369884,1089372.4409566503,0.5480035140556773
screen,10001,32,bimp,centre,"{""hidden"": 128, ""lr"": 0.003, ""parameterization"": ""x0""}",64000,True,34309,10179.977180187816,45204.21662967489,0.47455213157543696
screen,10001,2048,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 64}",32000,False,4801,23925.80890730158,1430254.9479102963,0.12933813235729785
screen,10001,2048,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 64}",32000,False,4801,14033.847061388158,1089372.4409566503,0.11350112796820942
screen,10001,2048,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 64}",32000,False,4801,583.7402471325153,45204.21662967489,0.11363715311682393
screen,10001,2048,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 128}",64000,True,17793,20042.644822156846,1430254.9479102963,0.11837794206955102
screen,10001,2048,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 128}",64000,True,17793,14588.398419717534,1089372.4409566503,0.11572191602737276
screen,10001,2048,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 2, ""width"": 128}",64000,True,17793,608.2197866049893,45204.21662967489,0.11599540845044957
screen,10001,2048,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 64}",16000,False,5057,18820.671715882545,1430254.9479102963,0.11471252260856084
screen,10001,2048,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 64}",16000,False,5057,6070.606394996996,1089372.4409566503,0.0746496619566831
screen,10001,2048,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 64}",16000,False,5057,249.6672785150065,45204.21662967489,0.07431754245376687
screen,10001,2048,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 128}",64000,True,18305,10208.940559802011,1430254.9479102963,0.08448577809188673
screen,10001,2048,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 128}",64000,True,18305,6121.953394437106,1089372.4409566503,0.07496470173683045
screen,10001,2048,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 4, ""width"": 128}",64000,True,18305,258.41729323845516,45204.21662967489,0.0756086202455485
screen,10001,2048,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 8, ""width"": 64}",64000,True,5569,10315.31939944637,1430254.9479102963,0.08492481519748973
screen,10001,2048,window,bulk,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 8, ""width"": 64}",64000,True,5569,4991.603495143832,1089372.4409566503,0.06769114307718718
screen,10001,2048,window,centre,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 8, ""width"": 64}",64000,True,5569,202.56203905184228,45204.21662967489,0.06694059315715954
screen,10001,2048,window,all,"{""lr"": 0.003, ""parameterization"": ""eps"", ""radius"": 8, ""width"": 128}",64000,True,19329,13158.738290637466,1430254.9479102963,0.09591806198667603
