n_components,n_chains,seed,iter,log_evidence,seconds
4,2048,2,22,-419240.50667226786,13.601950823096558
4,2048,2,23,-419204.17016632017,13.766221307916567
4,2048,2,24,-419172.5016953668,14.02594780200161
4,2048,2,25,-419144.626296947,13.772272157017142
4,2048,2,26,-419119.85291572264,13.71739192516543
4,2048,2,27,-419097.63518771774,13.880188036942855
4,2048,2,28,-419077.5406479394,14.030241852859035
4,2048,2,29,-419059.2264955091,13.654473033966497
4,2048,2,30,-419042.42048961564,13.85519296512939
4,2048,2,31,-419026.9058769989,14.078769610030577
4,2048,2,32,-419012.50949790276,13.796510809101164
4,2048,2,33,-418999.09240422706,13.747018824098632
4,2048,2,34,-418986.54246656946,13.86410021292977
4,2048,2,35,-418974.7685571653,13.883564059855416
4,2048,2,36,-418963.6959815659,13.544174310052767
4,2048,2,37,-418953.26289915806,13.7902967389673
4,2048,2,38,-418943.4175256871,14.025521295145154
4,2048,2,39,-418934.1159530363,13.59597634500824
