beta,arm,t,score_rel_l2,ratio_to_em,fitted_rho,em_seconds,em_iters,em_monotone_violation,n_nodes,mode_cnn,mode_mlp,innovation_mean,innovation_var,innovation_excess_kurtosis
1.0,em_bp,0.1,0.04045561794467959,1.0,0.9386518240935519,534.577321222052,81,0.0,41,eps,eps,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,cnn,0.1,0.058697458176230385,1.4509099392943476,0.9386518240935519,534.577321222052,81,0.0,41,eps,eps,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,mlp,0.1,0.07263542298861299,1.7954347672537638,0.9386518240935519,534.577321222052,81,0.0,41,eps,eps,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,em_bp,0.2,0.043525173638916816,1.0,0.9386518240935519,534.577321222052,81,0.0,41,eps,eps,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,cnn,0.2,0.08852149857665555,2.0338000098753546,0.9386518240935519,534.577321222052,81,0.0,41,eps,eps,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,mlp,0.2,0.097398898492152,2.237760136241375,0.9386518240935519,534.577321222052,81,0.0,41,eps,eps,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,em_bp,0.4,0.06348479333891112,1.0,0.9386518240935519,534.577321222052,81,0.0,41,x0,x0,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,cnn,0.4,0.13476514224459343,2.1227940606997793,0.9386518240935519,534.577321222052,81,0.0,41,x0,x0,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,mlp,0.4,0.1322433207674264,2.0830708239286615,0.9386518240935519,534.577321222052,81,0.0,41,x0,x0,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,em_bp,0.8,0.1102559191987418,1.0,0.9386518240935519,534.577321222052,81,0.0,41,x0,x0,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,cnn,0.8,0.2681696860979566,2.432247520557761,0.9386518240935519,534.577321222052,81,0.0,41,x0,x0,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,mlp,0.8,0.1662632917510272,1.5079761064921087,0.9386518240935519,534.577321222052,81,0.0,41,x0,x0,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,em_bp,1.6,0.19083737669716863,1.0,0.9386518240935519,534.577321222052,81,0.0,41,x0,x0,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,cnn,1.6,0.5517004053212252,2.890945237612934,0.9386518240935519,534.577321222052,81,0.0,41,x0,x0,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
1.0,mlp,1.6,0.3031077698202593,1.5883040055682989,0.9386518240935519,534.577321222052,81,0.0,41,x0,x0,-0.00012207536691954255,0.11697668384265647,0.9881507473383655
