mechanism,strength,arm,t,score_rel_l2,ratio_to_em,fitted_rho,chow_liu_rho,rho_minus_chow_liu,em_seconds,em_iters,em_monotone_violation,mode_cnn,mode_mlp,innovation_mean,innovation_var,innovation_excess_kurtosis
global,0.1,em_bp,0.1,0.003142577102721301,1.0,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,eps,eps,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,cnn,0.1,0.0432902048332267,13.775383520658805,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,eps,eps,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,mlp,0.1,0.07179362948763969,22.845463179080095,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,eps,eps,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,em_bp,0.2,0.003662831826273954,1.0,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,eps,eps,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,cnn,0.2,0.060739268841324044,16.582598307034907,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,eps,eps,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,mlp,0.2,0.10794582267536372,29.47059209791035,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,eps,eps,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,em_bp,0.4,0.004980454479045288,1.0,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,eps,x0,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,cnn,0.4,0.08236862265935688,16.538374761964747,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,eps,x0,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,mlp,0.4,0.1537174219195745,30.864135505368747,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,eps,x0,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,em_bp,0.8,0.009613052860622851,1.0,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,x0,x0,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,cnn,0.8,0.13595850436627188,14.143114194574691,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,x0,x0,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,mlp,0.8,0.16746270769148058,17.420346077305386,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,x0,x0,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,em_bp,1.6,0.025156126752801246,1.0,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,x0,x0,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,cnn,1.6,0.3313646685006847,13.172324649055355,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,x0,x0,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
global,0.1,mlp,1.6,0.2966587915906077,11.792705391642752,0.8507137925842435,0.8514851485148511,-0.0007713559306076201,84.40411048522219,111,0.0,x0,x0,-0.0017508958619300114,0.2707835495624931,0.06202978419224214
