family,rho,t,excess_kurtosis,posterior_mean_mse_median,posterior_mean_rel_median,score_mse_median,score_rel_median,score_rel_q90,score_cosine_median,score_max_abs_median
laplace,0.95,1.6,3.0,1.0332248884671268e-05,0.009006574765021381,4.5772006586746404e-07,0.0006486263878933312,0.002250386883523143,0.9999998035646348,0.0013281336786111764
laplace,0.95,2.4,3.0,7.732314119957844e-07,0.0028829667108913595,6.469546214626303e-09,8.356069843513226e-05,0.00012952258874998604,0.9999999966719787,0.00013301274628796378
student_t_nu5,0.95,0.02,6.0,0.00029763756566198905,0.02905840595753912,0.18599867739239545,0.13543202589592823,0.31568623422493286,0.9961029059116447,0.921938719808729
student_t_nu5,0.95,0.05,6.0,0.0004292053657686477,0.026282355092380597,0.0428847873395134,0.08771970072367266,0.21018490643383553,0.9965134833848039,0.5437521403352235
student_t_nu5,0.95,0.1,6.0,0.0002935281649363654,0.020685463464298275,0.007313792286814199,0.0472303462629332,0.09458563951091511,0.9990716751409549,0.21172328223100723
student_t_nu5,0.95,0.2,6.0,0.00033101087523629296,0.023945844297870226,0.002041453011242023,0.034697038936642284,0.06861712728351697,0.9994741320584506,0.1409617053237181
student_t_nu5,0.95,0.4,6.0,0.00017749030705213657,0.025026441358973653,0.0002629992965989191,0.012790736809193626,0.03883493322887501,0.9999296107586495,0.03519300638830891
student_t_nu5,0.95,0.8,6.0,0.00010901890440570856,0.019691603684548004,3.4555106120117424e-05,0.005426097615446102,0.013040217690105953,0.9999865505300228,0.011623762897220224
student_t_nu5,0.95,1.6,6.0,3.056943437314456e-05,0.012914381136084487,1.3542302039941722e-06,0.0012182219321357404,0.0015730199193391755,0.9999993211850249,0.0020461239401283193
student_t_nu5,0.95,2.4,6.0,1.3061581513938453e-06,0.005008351803619804,1.0928488409757178e-08,0.00010585155367101049,0.00016138447139799923,0.9999999947834066,0.0001744515422243964
student_t_nu8,0.95,0.02,1.5,0.00019908892050104837,0.0148814737851183,0.12441398589695503,0.11531921749772284,0.18007542114735,0.9933073575233289,1.3642398489673546
student_t_nu8,0.95,0.05,1.5,0.00017945056652816764,0.013180911276794088,0.017930109913080222,0.05801443862825725,0.07935924018250277,0.9983505637820795,0.45839346640524037
student_t_nu8,0.95,0.1,1.5,8.85146714063203e-05,0.014993741116755754,0.0022055052916022068,0.024366583530779785,0.06518511944817719,0.9997636495590847,0.1332626140387011
student_t_nu8,0.95,0.2,1.5,4.619947811653116e-05,0.011842414604235595,0.00028492738690677824,0.011714423264919678,0.012407029427652465,0.9999598417829754,0.04007099179377038
student_t_nu8,0.95,0.4,1.5,3.741202572336417e-05,0.007317430620915362,5.543590865891729e-05,0.00641827345821968,0.02051554406477538,0.9999824729256686,0.016120774122335813
student_t_nu8,0.95,0.8,1.5,1.9059177467259592e-05,0.009125034703868724,6.041079788257546e-06,0.0027066988151631345,0.006987184122084298,0.9999968097560897,0.00517853262084822
student_t_nu8,0.95,1.6,1.5,2.761176191498769e-06,0.004396483640278875,1.2232049018093566e-07,0.0003895392639981566,0.0005931197833396069,0.9999999329579148,0.0006623638973941581
student_t_nu8,0.95,2.4,1.5,1.9613961037209678e-07,0.0019676369708783188,1.6410795709222256e-09,3.5929282813957814e-05,5.071829556159766e-05,0.9999999993804665,6.323469663278153e-05
gauss_mix_kappa0.3,0.95,0.02,-0.18,9.427093816813064e-06,0.004328205176720949,0.005891148107200034,0.023662825873722457,0.03560659254855494,0.9997401044599273,0.21547868449170426
gauss_mix_kappa0.3,0.95,0.05,-0.18,6.202224613006933e-06,0.003801684038232931,0.0006197058675731219,0.010899347108665604,0.01574189366191122,0.9999462307657108,0.06943790622041313
gauss_mix_kappa0.3,0.95,0.1,-0.18,3.123826386084058e-06,0.002907048136135547,7.783586059907268e-05,0.005099150061891722,0.008901088604105245,0.9999886324495418,0.02592843269955125
