n_chains,t,em_bp_score_rel_l2,em_bp_mean_rel_l2,net_score_rel_l2_selected,net_mean_rel_l2_selected,net_score_rel_l2_oracle,net_mean_rel_l2_oracle,mode_selected,mode_oracle,selection_agrees,ratio_selected,ratio_oracle,seed
256,0.1,0.0601997253414482,0.0200891443418683,0.776537422043376,0.2591369357552694,0.776537422043376,0.2591369357552694,eps,eps,1,12.899351577418578,12.899351577418578,5
256,0.2,0.0451180780753822,0.0268038056823578,0.5380487525542526,0.319644692910095,0.5380487525542526,0.319644692910095,eps,eps,1,11.925347344257297,11.925347344257297,5
256,0.4,0.0238943426293978,0.027553770319353,0.3256435558202666,0.3755159906349412,0.3256435558202666,0.3755159906349412,x0,x0,1,13.628479379868716,13.628479379868716,5
256,0.8,0.0136819996196464,0.0378421495160549,0.136453458619327,0.3774077128054198,0.136453458619327,0.3774077128054198,x0,x0,1,9.973210233348407,9.973210233348407,5
256,1.6,0.0082126068406784,0.1010437821722115,0.0362272521158541,0.4457218813106794,0.0362272521158541,0.4457218813106794,x0,x0,1,4.41117574707392,4.41117574707392,5
512,0.1,0.0390072166734603,0.0130170295908002,0.519595294327317,0.1733932307480181,0.519595294327317,0.1733932307480181,eps,eps,1,13.320491402321403,13.320491402321403,5
512,0.2,0.0255851944345468,0.0151996851200787,0.3780300150696759,0.2245805561375427,0.3780300150696759,0.2245805561375427,eps,eps,1,14.77534267080784,14.77534267080784,5
512,0.4,0.0155600670928556,0.017943097304664,0.2580527721131821,0.2975736526156171,0.2580527721131821,0.2975736526156171,eps,eps,1,16.584296878235588,16.584296878235588,5
512,0.8,0.0116133692731938,0.032120659891724,0.1197570024360833,0.3312280746794764,0.1197570024360833,0.3312280746794764,x0,x0,1,10.3119947035963,10.3119947035963,5
512,1.6,0.0061893483078718,0.0761506272418713,0.0329892031319819,0.405882555925135,0.0329892031319819,0.405882555925135,x0,x0,1,5.329996227555184,5.329996227555184,5
1024,0.1,0.0338107465243434,0.0112829246874686,0.3502859898859917,0.1168933208887733,0.3502859898859917,0.1168933208887733,eps,eps,1,10.360196857345,10.360196857345,5
1024,0.2,0.0177186626137424,0.0105263258079502,0.2552883841061023,0.1516620506110762,0.2552883841061023,0.1516620506110762,eps,eps,1,14.407881095275386,14.407881095275386,5
1024,0.4,0.0067180196068814,0.0077468868727603,0.1970773334188716,0.2272598022216854,0.1970773334188716,0.2272598022216854,eps,eps,1,29.335629389500543,29.335629389500543,5
1024,0.8,0.0044268629638834,0.0122439712632218,0.0939807023678296,0.2599350891313041,0.0939807023678296,0.2599350891313041,x0,x0,1,21.229638941745236,21.229638941745236,5
1024,1.6,0.0018223523706593,0.0224213066026548,0.0253932446276268,0.3124257045997398,0.0253932446276268,0.3124257045997398,x0,x0,1,13.93432194369736,13.93432194369736,5
2048,0.1,0.0309646197595105,0.0103331487363379,0.2704574227211795,0.0902538703051959,0.2704574227211795,0.0902538703051959,eps,eps,1,8.734401546723676,8.734401546723676,5
2048,0.2,0.0168215265642607,0.0099933540731887,0.2017336776580921,0.1198462019259918,0.2017336776580921,0.1198462019259918,eps,eps,1,11.99259038039378,11.99259038039378,5
2048,0.4,0.0058904967204104,0.0067926285405066,0.1644436663210628,0.1896282765573232,0.1644436663210628,0.1896282765573232,eps,eps,1,27.91677410688786,27.91677410688786,5
2048,0.8,0.0032333161473621,0.0089428180443344,0.0870844273135542,0.240861132183301,0.0870844273135542,0.240861132183301,x0,x0,1,26.933471193221195,26.933471193221195,5
