n_components,n_chains,seed,iter,log_evidence,seconds
12,2048,1,7,-421965.9869375279,14.163096162024885
12,2048,1,8,-421194.3803965034,14.102858197875321
12,2048,1,9,-420598.55295562086,14.1548261588905
12,2048,1,10,-420134.29956072575,14.179713574936613
12,2048,1,11,-419769.6251048982,14.202634942019358
12,2048,1,12,-419480.994506376,14.13688438013196
12,2048,1,13,-419250.87746428855,14.06831170199439
12,2048,1,14,-419066.0821181795,14.014530224027112
12,2048,1,15,-418916.59602286766,13.999795980984345
12,2048,1,16,-418794.7648365302,14.076870508957654
12,2048,1,17,-418694.7012739878,14.018303111195564
12,2048,1,18,-418611.8539962038,13.975351596949622
12,2048,1,19,-418542.68934080045,13.910994671052322
12,2048,1,20,-418484.4537957908,13.93503284896724
12,2048,1,21,-418434.9950130804,14.080562201095745
12,2048,1,22,-418392.62579660694,14.055569721153006
12,2048,1,23,-418356.0200152477,14.082938513020054
12,2048,1,24,-418324.1324977473,14.068741472903639
12,2048,1,25,-418296.13712709636,14.0219279169105
12,2048,1,26,-418271.378868149,14.071941565023735
12,2048,1,27,-418249.33653725614,14.072943951003253
12,2048,1,28,-418229.5938931166,14.119720032904297
12,2048,1,29,-418211.81718714454,14.05442351498641
12,2048,1,30,-418195.7377234341,14.075807850109413
12,2048,1,31,-418181.138287268,14.031798620009795
12,2048,1,32,-418167.8425384674,14.108580750180408
12,2048,1,33,-418155.70665426156,13.984893406974152
12,2048,1,34,-418144.6126618796,13.977366348030046
12,2048,1,35,-418134.463034397,13.932420887053013
12,2048,1,36,-418125.1762400606,14.018385160947219
12,2048,1,37,-418116.6830362276,13.743321973830462
12,2048,1,38,-418108.92338149983,14.03884774306789
12,2048,1,39,-418101.8438996142,13.98629368818365
12,2048,2,0,-448384.57889150386,13.936998872086406
12,2048,2,1,-439727.276257785,13.849290451966226
12,2048,2,2,-434008.0824090882,13.837937158998102
12,2048,2,3,-430161.7487142206,13.925219274125993
12,2048,2,4,-427480.38904519775,13.997204033890739
12,2048,2,5,-425546.1164828422,14.041618603980169
12,2048,2,6,-424114.5274408882,14.090846249833703
12,2048,2,7,-423035.4419725139,14.034497475018725
12,2048,2,8,-422210.87346634973,14.168278109980747
12,2048,2,9,-421573.79265519907,14.139985850080848
12,2048,2,10,-421076.8362113364,14.103697927901521
12,2048,2,11,-420685.7844151285,14.073724404908717
12,2048,2,12,-420375.5088354218,14.101363610941917
12,2048,2,13,-420127.3215910726,14.113493415061384
12,2048,2,14,-419927.18031922274,14.11632557795383
12,2048,2,15,-419764.4424488342,14.078405146021396
12,2048,2,16,-419630.9842384504,14.134059253847227
12,2048,2,17,-419520.5680500382,14.091672213980928
12,2048,2,18,-419428.38185777224,14.11813095700927
12,2048,2,19,-419350.7001796639,14.148530944949016
12,2048,2,20,-419284.6317141402,14.099713993957266
12,2048,2,21,-419227.92947776464,14.072303182911128
12,2048,2,22,-419178.84629285935,14.126420078100637
12,2048,2,23,-419136.02338280843,14.043533825082704
12,2048,2,24,-419098.4033915652,14.109284444944933
12,2048,2,25,-419065.16177882976,14.021221701987088
12,2048,2,26,-419035.65245318203,14.105414286023006
12,2048,2,27,-419009.3648010745,14.096197976963595
12,2048,2,28,-418985.89006363024,14.14550960692577
12,2048,2,29,-418964.89545050566,14.146487290970981
12,2048,2,30,-418946.1046113618,14.204969277838245
12,2048,2,31,-418929.2832306636,14.048944331007078
12,2048,2,32,-418914.22864186694,14.189813480013981
12,2048,2,33,-418900.76250005164,14.034240865847096
12,2048,2,34,-418888.725707768,14.112682762090117
12,2048,2,35,-418877.9749461474,13.92681688000448
12,2048,2,36,-418868.3803102323,14.086389367002994
12,2048,2,37,-418859.82367581676,13.996899398975074
12,2048,2,38,-418852.1975311432,14.009221391985193
12,2048,2,39,-418845.404090365,14.088166951900348
