seed,n_obs,t,arm,lam_init,r_star_init,lam_hat,lam_true,lam_rel_err,r_star_hat,r_star_true,r_star_abs_err,n_steps,hit_cap,loglik_init,loglik_final,monotone
123393400,128,0.05,joint,0.055188593954874014,0.7990596580276694,0.04936450642310678,0.05,0.012709871537864431,1.0115580789281344,1.0,0.01155807892813443,280,False,540.8101113765554,561.325863550822,True
123393400,128,0.05,marginal,0.055188593954874014,0.7990596580276694,0.05017595246777824,0.05,0.003519049355564796,1.0069247834863633,1.0,0.006924783486363273,685,False,-1597.649793591472,-1551.7143249923151,True
123393400,128,0.1053,joint,0.055188593954874014,0.7990596580276694,0.027274025310926618,0.05,0.45451949378146767,1.0564151518732972,1.0,0.056415151873297154,1019,False,-72.11402669229578,-53.86063110606143,True
123393400,128,0.1053,marginal,0.055188593954874014,0.7990596580276694,0.032810675917564626,0.05,0.3437864816487075,1.0523461253693447,1.0,0.05234612536934469,2883,False,-1629.1579451726234,-1592.1419728047947,True
123393400,128,0.2216,joint,0.055188593954874014,0.7990596580276694,0.0304727823270415,0.05,0.39054435345917005,1.0180457270694003,1.0,0.01804572706940033,1302,False,-592.4423791579914,-584.5567496566505,True
123393400,128,0.2216,marginal,0.055188593954874014,0.7990596580276694,0.015439390307049855,0.05,0.6912121938590029,1.0555882493733368,1.0,0.05558824937333684,3001,True,-1586.4687239115328,-1571.6096742767472,True
123393400,128,0.4665,joint,0.055188593954874014,0.7990596580276694,0.020601302966397284,0.05,0.5879739406720543,0.9737315009649596,1.0,0.02626849903504036,3001,True,-1117.832231398266,-1115.9108899561675,True
123393400,128,0.4665,marginal,0.055188593954874014,0.7990596580276694,0.02605438653778971,0.05,0.4789122692442058,0.9386937921393343,1.0,0.06130620786066565,3001,True,-1506.6943537228726,-1505.8305506038828,True
123393400,128,0.9821,joint,0.055188593954874014,0.7990596580276694,0.005735461434571832,0.05,0.8852907713085634,1.037180884060883,1.0,0.037180884060882935,3001,True,-1451.016126242405,-1449.827910390988,True
123393400,128,0.9821,marginal,0.055188593954874014,0.7990596580276694,0.025418012112896245,0.05,0.49163975774207513,0.9926552710961106,1.0,0.007344728903889375,3001,True,-1541.0355569723474,-1540.7762181600897,True
123393400,128,2.0676,joint,0.055188593954874014,0.7990596580276694,0.004330242868966104,0.05,0.9133951426206779,1.628875629726612,1.0,0.628875629726612,3001,True,-1518.4886452529736,-1517.0452729196302,True
123393400,128,2.0676,marginal,0.055188593954874014,0.7990596580276694,9.046915240385615e-05,0.05,0.9981906169519229,0.05,1.0,0.95,31,False,-1522.4535914118167,-1522.4143905641686,True
123393400,512,0.05,joint,0.105334081850013,1.0090614427289386,0.06420679454619073,0.05,0.2841358909238145,0.9939750683267994,1.0,0.0060249316732006175,239,False,2412.3925322252553,2424.1497222051657,True
123393400,512,0.05,marginal,0.105334081850013,1.0090614427289386,0.06674201325157914,0.05,0.33484026503158265,0.9896608343344435,1.0,0.010339165665556482,607,False,-6288.278423343063,-6264.153333443391,True
123393400,512,0.1053,joint,0.105334081850013,1.0090614427289386,0.10767086766243605,0.05,1.1534173532487209,0.9321098446951627,1.0,0.06789015530483733,133,False,-139.8201727584188,-134.5169747613746,True
123393400,512,0.1053,marginal,0.105334081850013,1.0090614427289386,0.1320132058972881,0.05,1.6402641179457618,0.8953478510330988,1.0,0.10465214896690123,485,False,-6392.562103631325,-6377.738812113674,True
123393400,512,0.2216,joint,0.105334081850013,1.0090614427289386,0.04690035048772821,0.05,0.06199299024543581,1.0151140144595885,1.0,0.015114014459588487,726,False,-2644.425061058215,-2638.0543932529426,True
123393400,512,0.2216,marginal,0.105334081850013,1.0090614427289386,0.07647531600508195,0.05,0.5295063201016389,0.9859797878527903,1.0,0.01402021214720972,1761,False,-6392.730871855249,-6386.68926842484,True
123393400,512,0.4665,joint,0.105334081850013,1.0090614427289386,0.0371707127559978,0.05,0.25658574488004404,1.035639818146164,1.0,0.035639818146163904,1676,False,-4647.754889392683,-4644.755554244654,True
123393400,512,0.4665,marginal,0.105334081850013,1.0090614427289386,0.1776175900986099,0.05,2.552351801972198,0.8024368017880128,1.0,0.1975631982119872,2462,False,-6296.08271407575,-6292.652055216524,True
123393400,512,0.9821,joint,0.105334081850013,1.0090614427289386,0.28343287848802196,0.05,4.668657569760439,0.6351691885177613,1.0,0.3648308114822387,623,False,-5920.809625938926,-5919.558657384936,True
123393400,512,0.9821,marginal,0.105334081850013,1.0090614427289386,0.041154897300691815,0.05,0.17690205398616377,1.0689365175936623,1.0,0.06893651759366226,3001,True,-6245.154552353126,-6245.070490829461,True
123393400,512,2.0676,joint,0.105334081850013,1.0090614427289386,0.006089003992165917,0.05,0.8782199201566817,1.2133909927006172,1.0,0.21339099270061723,3001,True,-6262.7466306537535,-6262.669524383402,True
123393400,512,2.0676,marginal,0.105334081850013,1.0090614427289386,0.02619371773609553,0.05,0.4761256452780894,1.8671633019330156,1.0,0.8671633019330156,3001,True,-6268.475011797169,-6267.518982589251,True
123393400,1024,0.05,joint,0.14838677901951322,0.7034253546514531,0.061456711129860585,0.05,0.22913422259721164,0.9874463797670682,1.0,0.012553620232931828,264,False,4534.721826364865,4629.731134765458,True
