n_components,n_chains,seed,iter,log_evidence,seconds
8,2048,0,0,-445486.5411697663,14.125806024065241
8,2048,0,1,-437007.1195927458,14.195867184083909
8,2048,0,2,-431625.72127601184,13.699496452929452
8,2048,0,3,-428114.16297796625,14.173440393991768
8,2048,0,4,-425707.2758131801,14.085690601961687
8,2048,0,5,-423983.9876915432,14.145766345085576
8,2048,0,6,-422712.2357520607,14.079889968968928
8,2048,0,7,-421754.7598990558,14.166285715997219
8,2048,0,8,-421023.6510964097,14.128053523832932
8,2048,0,9,-420459.1939745436,14.140037886798382
8,2048,0,10,-420019.27895708574,14.110912698088214
8,2048,0,11,-419673.4947492597,14.113668388919905
8,2048,0,12,-419399.5118909691,14.126830545021221
8,2048,0,13,-419180.7272776118,14.183429999044165
8,2048,0,14,-419004.669368184,14.101096482016146
8,2048,0,15,-418861.8903589244,14.171900348970667
8,2048,0,16,-418745.1818774939,14.14864410017617
8,2048,0,17,-418649.0110397893,14.150511264801025
8,2048,0,18,-418569.10945969523,14.141511647962034
8,2048,0,19,-418502.1701101832,14.179085662122816
8,2048,0,20,-418445.6213137158,14.11691473913379
8,2048,0,21,-418397.4566180033,14.133303813170642
8,2048,0,22,-418356.10566735774,14.165387311019003
8,2048,0,23,-418320.33549973904,14.178213131148368
8,2048,0,24,-418289.1746723602,14.063438214128837
8,2048,0,25,-418261.8546873246,14.090328958816826
8,2048,0,26,-418237.76464360295,13.974693716969341
8,2048,0,27,-418216.4160759028,14.133548398967832
8,2048,0,28,-418197.41568471916,14.009611112996936
8,2048,0,29,-418180.4442034956,14.036133843939751
8,2048,0,30,-418165.240048857,14.028981421841308
8,2048,0,31,-418151.58669981966,14.10422247601673
8,2048,0,32,-418139.3029803032,13.9766337829642
8,2048,0,33,-418128.23559580307,14.0786745660007
8,2048,0,34,-418118.25341328105,13.946000559953973
8,2048,0,35,-418109.2430826032,13.8196045239456
8,2048,0,36,-418101.10568480415,13.876108567928895
8,2048,0,37,-418093.754161827,13.687677110079676
8,2048,0,38,-418087.11133769946,13.7563312118873
8,2048,0,39,-418081.1083850432,13.92823318601586
8,2048,1,0,-446996.129876193,14.173949572024867
8,2048,1,1,-438593.5669795089,14.27980515989475
8,2048,1,2,-433049.5782136638,14.123723556986079
8,2048,1,3,-429312.7142285992,14.136637463932857
8,2048,1,4,-426696.42328512506,14.26819257484749
8,2048,1,5,-424799.4448804425,14.267424002056941
8,2048,1,6,-423388.48674364446,14.158711421769112
8,2048,1,7,-422320.40790997946,14.154643910005689
8,2048,1,8,-421501.5721305875,14.239419200923294
8,2048,1,9,-420867.59826213523,14.11306997621432
8,2048,1,10,-420372.711472725,14.049814023077488
8,2048,1,11,-419983.6231176642,13.994193176971748
8,2048,1,12,-419675.7258191666,14.146620452171192
8,2048,1,13,-419430.594337665,14.094016472809017
8,2048,1,14,-419234.2839393724,13.92223752103746
8,2048,1,15,-419076.1428869083,13.960601921891794
8,2048,1,16,-418947.9683733344,14.195544373011217
8,2048,1,17,-418843.3976601235,14.17664385214448
8,2048,1,18,-418757.4633981391,14.058166055008769
8,2048,1,19,-418686.2653913816,14.070225001778454
8,2048,1,20,-418626.72609742265,14.173802386969328
8,2048,1,21,-418576.4070857932,14.161229374120012
8,2048,1,22,-418533.370342511,14.105638850014657
8,2048,1,23,-418496.07285241183,14.082302042050287
8,2048,1,24,-418463.2860347493,14.193032262846828
8,2048,1,25,-418434.0338201481,14.123147399863228
8,2048,1,26,-418407.54473903397,13.98323753895238
8,2048,1,27,-418383.2145311995,14.220690427813679
8,2048,1,28,-418360.5766040303,14.033293501008302
8,2048,1,29,-418339.27825565217,14.024069466162473
8,2048,1,30,-418319.06102556083,13.8863076409325
8,2048,1,31,-418299.74391713634,13.99787509907037
8,2048,1,32,-418281.2086022315,13.881137940101326
8,2048,1,33,-418263.3860715774,14.113502777181566
8,2048,1,34,-418246.2445055436,14.028973235981539
8,2048,1,35,-418229.7783707772,13.75721056596376
8,2048,1,36,-418213.9988777169,14.019554731203243
8,2048,1,37,-418198.9259623961,13.961787478998303
8,2048,1,38,-418184.5819033758,13.942266521975398
8,2048,1,39,-418170.98658439936,13.857974682934582
8,2048,2,0,-447723.9765084814,13.908006388926879
8,2048,2,1,-438961.08559609344,13.809488255996257
8,2048,2,2,-433259.5721247145,13.90823028399609
8,2048,2,3,-429485.6130380884,13.9029837239068
8,2048,2,4,-426889.0114399801,13.887123465072364
8,2048,2,5,-425035.04421506374,13.856192847946659
8,2048,2,6,-423674.5152953887,13.85844690608792
8,2048,2,7,-422656.72976830456,13.868892604019493
8,2048,2,8,-421884.479843638,13.846449424978346
8,2048,2,9,-421291.8319278075,13.827737055020407
8,2048,2,10,-420832.5274175938,13.82255598786287
8,2048,2,11,-420473.36258854944,13.813677401049063
8,2048,2,12,-420190.1081264734,13.8846245999448
8,2048,2,13,-419964.8561328729,13.833208577008918
8,2048,2,14,-419784.23322038155,13.83121403795667
8,2048,2,15,-419638.1667180486,13.824843639973551
8,2048,2,16,-419519.0162502661,13.806065659970045
8,2048,2,17,-419420.95255044784,13.791123416041955
8,2048,2,18,-419339.50678477786,13.870557231130078
8,2048,2,19,-419271.23942359805,13.757290811976418
8,2048,2,20,-419213.494200691,13.823611072031781
8,2048,2,21,-419164.2134953126,13.841093380004168
8,2048,2,22,-419121.798649327,13.85751662007533
8,2048,2,23,-419085.0035712434,13.820525368209928
8,2048,2,24,-419052.85328347416,13.860219223890454
8,2048,2,25,-419024.5813528297,13.87751783314161
8,2048,2,26,-418999.5817413714,13.869338389020413
8,2048,2,27,-418977.37174556946,13.855734989978373
8,2048,2,28,-418957.56350312283,13.880042620003223
8,2048,2,29,-418939.84213769075,13.854446601122618
8,2048,2,30,-418923.94904914073,13.845427581109107
8,2048,2,31,-418909.66918627446,13.749018691014498
8,2048,2,32,-418896.82139130426,13.810936712892726
8,2048,2,33,-418885.2511016781,13.780804820125923
8,2048,2,34,-418874.82484953303,13.751249395078048
8,2048,2,35,-418865.42612196616,13.811520135961473
8,2048,2,36,-418856.9522433543,13.6128465810325
8,2048,2,37,-418849.3120191166,13.385452920105308
8,2048,2,38,-418842.42394237604,12.964090272085741
8,2048,2,39,-418836.2148138617,13.049554527970031
