n_components,n_chains,seed,n_params,n_iters,monotone_violation,train_log_evidence,train_log_evidence_per_edge,train_edges,heldout_log_evidence,heldout_log_evidence_per_edge,heldout_edges,bic,em_seconds_total,em_seconds_per_iter,fitted_rho,innovation_mean,innovation_var,innovation_excess_kurtosis
8,2048,0,24,40,0.0,-418075.6836254976,-1.3170226928726614,317440,-104449.65623868829,-1.3161499022012133,79360,836455.4003094691,562.471965881763,14.061799147044075,0.8467443215406538,-0.003090740397998247,0.2837316214794148,2.011537535735915
8,2048,1,24,40,0.0,-418158.15430210927,-1.3172824921311406,317440,-104161.93114199203,-1.312524333946472,79360,836620.3416626924,563.1306736127008,14.07826684031752,0.8487134131159578,7.20183289170939e-05,0.2831085079126227,1.1943395031097621
8,2048,2,24,40,0.0,-418830.618663545,-1.3194008904471555,317440,-104471.24738861734,-1.316421968102537,79360,837965.2703855638,551.2096600537188,13.78024150134297,0.8499037635888547,0.0007744181806756643,0.29126993402824164,2.076981824659603
