seed,n_chains,n_components,inits_tried,val_log_evidence_per_edge,test_log_evidence_per_edge,schedule_score_risk,hellinger_weighted_mean_sq,hellinger_weighted_mean,s_min_over_h,effective_n_components,em_iters_used,em_converged
11,512,4,2,-1.311838321787221,-1.3160433893144725,0.26318800447447044,0.045748792784003456,0.21386671348606623,1.1422365187143062,3.306442396928935,1201,False
11,512,8,2,-1.3125960168050794,-1.3170830895404126,0.2933194198104859,0.05435324474476098,0.23312732289473048,1.1335991166945367,7.224890228988817,1201,False
11,512,16,2,-1.3126120927103662,-1.317097289722788,0.2938064967320024,0.05762279985031239,0.24003916015989277,1.132895663027147,13.709387384643092,1201,False
12,512,1,2,-1.3208493260325471,-1.3179313641051198,0.20622915174133136,0.02317714946890121,0.14859597412225356,12.52245562610215,1.0,74,True
12,512,2,2,-1.3242252653663118,-1.3213465882294244,0.28905503204806665,0.04183170788925017,0.20188276144517406,7.610766933107814,1.9816787831941591,705,True
12,512,4,2,-1.3273050758116518,-1.3239339204545515,0.3454588659174685,0.06062708135191586,0.24480837945701517,3.6430600210400046,3.566997180947684,1201,False
12,512,8,2,-1.327599862075478,-1.3241853472107212,0.3506916659271654,0.06085272376907837,0.2452499396842986,2.9096992312797996,7.16695453842941,1201,False
12,512,16,2,-1.3277419070530945,-1.324262180072249,0.3588949206711408,0.06034866071122645,0.24445095939628103,2.683243009294176,14.227439459126776,1201,False
13,512,1,2,-1.3341328490967186,-1.3398869434097742,0.25219745725978465,0.03594243881200851,0.17960256521197504,12.957353069948358,1.0,65,True
13,512,2,2,-1.3407059251244329,-1.3477722055327297,0.3501092708839288,0.051043558580478446,0.22314676635785732,2.29390351199317,1.3174455162624485,1201,False
13,512,4,2,-1.3399050942264565,-1.3471891474790907,0.37670247769977977,0.09427502387349307,0.3055439149081101,2.7488824062808987,3.2298987655155575,1201,False
13,512,8,2,-1.3395854091941233,-1.3468238013216607,0.37188948459235815,0.09201132813337931,0.30187123830936685,2.59362353655868,5.731819102272015,1201,False
13,512,16,2,-1.339051300291442,-1.3461492825963386,0.36324748208449326,0.09080786449624592,0.2999135738447077,2.502569963388494,10.462159035751856,1201,False
14,512,1,2,-1.3417773388025724,-1.3447168212857403,0.3795220269766774,0.03496078353271858,0.1867721729783245,8.608149426883108,1.0,134,True
14,512,2,2,-1.391263756563352,-1.3949771781877125,0.6893323472792888,0.15097011380877517,0.3884175859643075,2.3632281707235476,1.346225988687647,1201,False
14,512,4,2,-1.3533735840848338,-1.3554417717559106,0.4448925094055646,0.17565750043145176,0.4189222775742507,1.9487416611566313,2.972363017968182,1201,False
14,512,8,2,-1.3532281378259332,-1.3553153870208055,0.44528910877826666,0.1765156023705452,0.4199446445292997,1.8595874045193996,6.890445946730758,1201,False
14,512,16,2,-1.3533088384595995,-1.3554508102054559,0.44736917220675587,0.170618243324218,0.4128717093191122,1.6589256849031238,12.675064346956033,1201,False
15,512,1,2,-1.3162908833338975,-1.3172499748770876,0.20360528600920022,0.02298864088362041,0.1480480217594988,12.754744020234195,1.0,63,True
15,512,2,2,-1.3202392463583539,-1.3212603072731246,0.21181893319274714,0.025562956797654537,0.1560350480424095,1.9307301932791079,1.0875852972521545,1201,False
15,512,4,2,-1.3237578882400245,-1.32502743056407,0.36653492177050767,0.11037087249295163,0.33020542514633655,3.0063685174202877,2.6759247373069797,1201,False
15,512,8,2,-1.3237310466990935,-1.3250015904428643,0.3656573340556002,0.110581367698841,0.33049811582937283,2.9800415573980388,6.1269272648512,1201,False
15,512,16,2,-1.3238420820991001,-1.3251108805288108,0.36875256933073763,0.10894632841399579,0.3281352792914711,2.392204336852195,9.677008465152,1201,False
