beta,arm,t,score_rel_l2,ratio_to_em,fitted_rho,em_seconds,em_iters,em_monotone_violation,n_nodes,mode_cnn,mode_mlp,innovation_mean,innovation_var,innovation_excess_kurtosis
0.1,em_bp,0.1,0.008013593063692726,1.0,0.8520802692865931,1758.739901360008,401,0.0,41,eps,eps,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,cnn,0.1,0.04389257144116558,5.477264828935492,0.8520802692865931,1758.739901360008,401,0.0,41,eps,eps,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,mlp,0.1,0.0740148915213797,9.23616796274817,0.8520802692865931,1758.739901360008,401,0.0,41,eps,eps,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,em_bp,0.2,0.00906191384515703,1.0,0.8520802692865931,1758.739901360008,401,0.0,41,eps,eps,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,cnn,0.2,0.06426786209327505,7.092084872073883,0.8520802692865931,1758.739901360008,401,0.0,41,eps,eps,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,mlp,0.2,0.11261067124436391,12.426808858323739,0.8520802692865931,1758.739901360008,401,0.0,41,eps,eps,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,em_bp,0.4,0.005831984417082103,1.0,0.8520802692865931,1758.739901360008,401,0.0,41,eps,x0,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,cnn,0.4,0.08319545994966508,14.26537761417579,0.8520802692865931,1758.739901360008,401,0.0,41,eps,x0,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,mlp,0.4,0.17992305153567412,30.85108578285509,0.8520802692865931,1758.739901360008,401,0.0,41,eps,x0,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,em_bp,0.8,0.007767482886115902,1.0,0.8520802692865931,1758.739901360008,401,0.0,41,x0,x0,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,cnn,0.8,0.12104163562907283,15.583122280891075,0.8520802692865931,1758.739901360008,401,0.0,41,x0,x0,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,mlp,0.8,0.18072497716847483,23.26686518891651,0.8520802692865931,1758.739901360008,401,0.0,41,x0,x0,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,em_bp,1.6,0.021845430625775392,1.0,0.8520802692865931,1758.739901360008,401,0.0,41,x0,x0,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,cnn,1.6,0.26646934714993187,12.197944353430373,0.8520802692865931,1758.739901360008,401,0.0,41,x0,x0,-0.0018908586673397727,0.270263187032337,3.0235745148331867
0.1,mlp,1.6,0.2711306841431368,12.411322476895013,0.8520802692865931,1758.739901360008,401,0.0,41,x0,x0,-0.0018908586673397727,0.270263187032337,3.0235745148331867
