seed,n_chains,t,method,n_params,score_rel_l2
1,32,0.1,em_bp,13,0.12304111239089954
1,32,0.1,local_cnn_oracle_r,6593,0.1598172627382277
1,32,0.1,global_mlp,25505,0.957807583150306
1,32,0.2,em_bp,13,0.06592546530826315
1,32,0.2,local_cnn_oracle_r,6593,0.13116659195913644
1,32,0.2,global_mlp,25505,0.6651808512172829
1,32,0.4,em_bp,13,0.045833317631358096
1,32,0.4,local_cnn_oracle_r,6593,0.11300023147056698
1,32,0.4,global_mlp,25505,0.36984141699734335
1,32,0.8,em_bp,13,0.03948873996557436
1,32,0.8,local_cnn_oracle_r,6593,0.0698025992656218
1,32,0.8,global_mlp,25505,0.20344325427528992
1,32,1.6,em_bp,13,0.030694601733353064
1,32,1.6,local_cnn_oracle_r,6593,0.04193007355785119
1,32,1.6,global_mlp,25505,0.10371504608550121
1,128,0.1,em_bp,13,0.09994964615878152
1,128,0.1,local_cnn_oracle_r,6593,0.11545163801675416
1,128,0.1,global_mlp,25505,0.8064383399624421
1,128,0.2,em_bp,13,0.05204171158124048
1,128,0.2,local_cnn_oracle_r,6593,0.10587872501076295
1,128,0.2,global_mlp,25505,0.5207143381947656
1,128,0.4,em_bp,13,0.023964469314176718
1,128,0.4,local_cnn_oracle_r,6593,0.09162468237122756
1,128,0.4,global_mlp,25505,0.31690339161630454
1,128,0.8,em_bp,13,0.014870417599750945
1,128,0.8,local_cnn_oracle_r,6593,0.05844474661187588
1,128,0.8,global_mlp,25505,0.15809181069066927
1,128,1.6,em_bp,13,0.010597824104158748
1,128,1.6,local_cnn_oracle_r,6593,0.022443535927064762
1,128,1.6,global_mlp,25505,0.039044650477592105
1,512,0.1,em_bp,13,0.02635616293106495
1,512,0.1,local_cnn_oracle_r,6593,0.08313054380228808
1,512,0.1,global_mlp,25505,0.3852679583948854
1,512,0.2,em_bp,13,0.014408921409693494
1,512,0.2,local_cnn_oracle_r,6593,0.07921138537301321
1,512,0.2,global_mlp,25505,0.2841927742564539
1,512,0.4,em_bp,13,0.008126214978924582
1,512,0.4,local_cnn_oracle_r,6593,0.06526516075635609
1,512,0.4,global_mlp,25505,0.20938250894418553
1,512,0.8,em_bp,13,0.005429003624768567
1,512,0.8,local_cnn_oracle_r,6593,0.039812584887592435
1,512,0.8,global_mlp,25505,0.08967975346135221
1,512,1.6,em_bp,13,0.0031532630118910605
1,512,1.6,local_cnn_oracle_r,6593,0.01561511817775878
1,512,1.6,global_mlp,25505,0.02333161354803795
1,2048,0.1,em_bp,13,0.03800004060934643
1,2048,0.1,local_cnn_oracle_r,6593,0.0793937509811561
1,2048,0.1,global_mlp,25505,0.21895368850058847
1,2048,0.2,em_bp,13,0.01881359170828755
1,2048,0.2,local_cnn_oracle_r,6593,0.06758939757575783
1,2048,0.2,global_mlp,25505,0.1558881320632229
1,2048,0.4,em_bp,13,0.009015090050926171
1,2048,0.4,local_cnn_oracle_r,6593,0.05340159516796377
1,2048,0.4,global_mlp,25505,0.1436352562255093
1,2048,0.8,em_bp,13,0.0065540714222095675
1,2048,0.8,local_cnn_oracle_r,6593,0.033950258148404126
1,2048,0.8,global_mlp,25505,0.06933116111720922
1,2048,1.6,em_bp,13,0.005054536449363574
1,2048,1.6,local_cnn_oracle_r,6593,0.012399598131668143
1,2048,1.6,global_mlp,25505,0.020936223009438665
