arm,n_chains,rep,n_components,rho_fitted,innovation_mean,innovation_var,innovation_excess_kurtosis,score_rel_l2_t0.2,score_rel_l2_t0.8
clean,64,0,8,0.8688260322422328,-0.009855857249506293,0.2846536101981903,3.1362371726019216,0.019820472443140502,0.021913557262369803
noised,64,0,8,0.867404605998771,0.0006823132922801779,0.28647999268301905,3.223484447666877,0.05034383267082562,0.022449467655061617
clean,64,1,8,0.850747679526479,0.010820679162264453,0.26426708977681357,3.650238916630623,0.024655358715550354,0.01238989055638659
noised,64,1,8,0.8582678635400199,0.010364162719586638,0.2272883000882525,3.3825805743778785,0.06403114697199935,0.02640202423770902
clean,64,2,8,0.8583718178547068,-0.013517516440210446,0.2576827954553021,2.803800081144124,0.024780291525271593,0.014740490240644766
noised,64,2,8,0.8534478847702129,-0.011553060773374434,0.2430124199397393,1.6669402920806977,0.07047717857325833,0.02240274306580134
clean,64,3,8,0.8669609474472242,0.016085140363352613,0.2702776149450976,1.7663093114724688,0.035791038021146006,0.02160290923613955
noised,64,3,8,0.846807997254506,0.012128016276146496,0.3173120666312519,0.6328100252177808,0.08500950671137635,0.02457369027797169
clean,64,4,8,0.8527945332372359,0.011987197204895142,0.2798048891641154,2.922133038929851,0.011783274660680436,0.011440745329364342
noised,64,4,8,0.8700431035642393,0.013609380718998186,0.27641768905717584,3.9930010433076513,0.06899227059263528,0.028622129657595228
clean,64,5,8,0.8494320710192858,-0.019435597122579116,0.292789739898547,2.779882177745149,0.034425180386370824,0.0195446187762985
noised,64,5,8,0.8574969792487318,-0.013155762557234737,0.3085008114214899,3.3805505664141737,0.04894232191074919,0.024413003749802938
clean,64,6,8,0.8311198815292187,-0.013519002053281286,0.2735466832614903,2.3268227869511806,0.042826969147478126,0.02645461846534942
noised,64,6,8,0.8560600621367479,-0.0034601710136001255,0.23064747862872434,2.0353026235396134,0.06505640470772925,0.02493632362594885
clean,64,7,8,0.8531735889808266,-0.015065659660461677,0.2759585473469507,3.2095130490948875,0.019547806595868206,0.01352602385874137
noised,64,7,8,0.8543016032937795,-0.026606432941455517,0.2611328183330826,4.84267879326975,0.07082250260079818,0.029164864552060767
clean,64,8,8,0.8587248554335657,-0.004163010075330157,0.28357134983399707,1.7976119436889082,0.03393707148664125,0.013803065081687188
noised,64,8,8,0.8415439987251289,-0.013122789983458833,0.3053410898235062,3.1616513258233203,0.03645745410852195,0.015018108440936855
clean,64,9,8,0.8432908988878299,0.009966239224972648,0.257843267389859,5.390714515454766,0.043204924025491365,0.02481920785097325
noised,64,9,8,0.8528376343759204,0.018091384276362484,0.22782622445097034,5.602085644883742,0.10781360730667186,0.04344537013850271
clean,64,10,8,0.8461397162123618,0.012945146738104995,0.27077657118387427,2.7337149930881663,0.018287486570020713,0.013504236247328962
noised,64,10,8,0.8472210770769072,0.003747252328524064,0.2796594390413941,3.204791221000903,0.07784454402556505,0.018631094135736874
clean,64,11,8,0.8237170967556556,0.01069854301750221,0.2807644957446068,3.18677334976174,0.028371799029269583,0.025726089313386265
noised,64,11,8,0.8159886577235888,0.005458294500005789,0.29857273517425065,1.8755655899619637,0.05553554927285032,0.028744227338531415
clean,64,12,8,0.8595505613233687,-0.005074055622219053,0.28376242305464633,2.6902110401744244,0.017114346923216193,0.012568898315110391
noised,64,12,8,0.8690289498932798,-0.011441556309012632,0.2529017390075909,2.715964163625088,0.06787316056730998,0.019080286954988045
clean,64,13,8,0.8563527053492055,-0.0021862862268133055,0.25537205894194337,2.64526513951005,0.04196451312811107,0.013536706502180933
noised,64,13,8,0.8366552435550912,0.003305216484038359,0.2547122659771582,1.3344780629512787,0.07666753715545631,0.02666334073869663
clean,64,14,8,0.852971670532946,-0.007597414159273221,0.26416576281201887,7.228553113506443,0.03041063841651967,0.01426594022588833
noised,64,14,8,0.7986572366389475,0.0006673813821399332,0.30769885401466274,10.067207095147845,0.0922861675353167,0.051426310948812476
clean,64,15,8,0.8485687296043393,0.005402745664223015,0.30568357056324946,2.7811486595253703,0.042757135998185244,0.017726485164984866
noised,64,15,8,0.8463940498108834,0.00761132032470411,0.2680362296043252,4.031053749141867,0.06533483706485715,0.02003515531904699
