source,orientation,tree_depth,std,excess_kurtosis
real_heldout,HL,0,5.676280469659497,3.180025471520594
real_heldout,HL,1,4.207604704256385,1.711811673149902
real_heldout,HL,2,1.9696050090401072,3.6458787557096803
real_heldout,HL,3,0.8669291597597664,5.321828476916625
real_heldout,HL,4,0.3501979105803139,7.010591087740673
real_heldout,LH,0,10.414434581804036,0.4278703636134291
real_heldout,LH,1,5.5633873358920845,0.7872762896194296
real_heldout,LH,2,2.3262523463826206,2.058412017161648
real_heldout,LH,3,0.9978505156749147,4.029992740291352
real_heldout,LH,4,0.38240564841826985,5.784144136226102
real_heldout,HH,0,4.307319971205011,1.1535898432860954
real_heldout,HH,1,2.647086865364478,1.062109940057141
real_heldout,HH,2,1.0915582551816359,2.416855396342746
real_heldout,HH,3,0.4423334377396398,4.294307153022991
real_heldout,HH,4,0.14203408615686944,6.415016872972817
real_heldout,LL,-1,16.61934248428762,0.5977399329509749
gaussian,HL,0,6.011006206960546,-0.012572255855840098
gaussian,HL,1,4.253451309715695,0.0648840981389811
gaussian,HL,2,2.021190819629857,-0.003688852511659846
gaussian,HL,3,0.8813721366962524,0.01528364611310895
gaussian,HL,4,0.3291301122943997,-0.005393152517686239
gaussian,LH,0,11.055626219175375,0.03936697727825855
gaussian,LH,1,5.32553309129242,-0.010657699408409105
gaussian,LH,2,2.328517614873878,-0.020464008428001
gaussian,LH,3,0.9929698028173503,0.010271696993761736
gaussian,LH,4,0.3567168857656282,-0.0014236960821714106
gaussian,HH,0,4.3856920161637705,-0.07264564796370498
gaussian,HH,1,2.5651357224600893,0.004175990676554608
gaussian,HH,2,1.090719971253048,-0.023993182469720153
gaussian,HH,3,0.4403193486836632,-0.006549365265649865
gaussian,HH,4,0.1332370925584059,-0.0010250945559167057
gaussian,LL,-1,15.586338857493432,0.016112084496765267
mixture,HL,0,6.1756448773245225,-0.12848221207054822
mixture,HL,1,4.2665520318050545,1.1552571476155524
mixture,HL,2,2.0033245374727215,1.2294899502960854
mixture,HL,3,0.9701503544637623,0.21995300900743509
mixture,HL,4,0.4126237375049045,-0.33359115887610846
mixture,LH,0,11.254374409318094,-0.004431420594170898
mixture,LH,1,5.430855146387938,1.1242240136038157
mixture,LH,2,2.3139434758998845,1.2061624187888773
mixture,LH,3,1.0913156253238252,0.21073290451830218
mixture,LH,4,0.44641125491769407,-0.3304281004759577
mixture,HH,0,4.412273839374307,0.043698597639564074
mixture,HH,1,2.603911997276687,1.1017483547695512
mixture,HH,2,1.091713005746397,1.2392246564009115
mixture,HH,3,0.4840214637132818,0.24468350247563775
mixture,HH,4,0.16692933097726262,-0.3328594084450178
mixture,LL,-1,15.840704280435833,-0.017277629650250148
scale_mixture,HL,0,6.237454947870967,-0.04393528982911654
scale_mixture,HL,1,4.3132172112802065,1.1994464014656288
scale_mixture,HL,2,2.019032617876858,2.0831675766130724
scale_mixture,HL,3,0.9315473951085737,3.0984291864235773
scale_mixture,HL,4,0.43329936360983434,2.988106476498152
scale_mixture,LH,0,11.255443329617117,0.03137998275710219
scale_mixture,LH,1,5.47473544464166,1.0994731879432864
scale_mixture,LH,2,2.3400557789600276,2.0918512228808117
scale_mixture,LH,3,1.049992924510633,3.0962233300178443
scale_mixture,LH,4,0.46851770159870665,3.0047725371132232
scale_mixture,HH,0,4.350423061146876,0.19296113688610195
scale_mixture,HH,1,2.6208759633873475,1.1823640902677601
scale_mixture,HH,2,1.089448446038441,2.138215005225814
scale_mixture,HH,3,0.46595860347566487,3.193893574979848
scale_mixture,HH,4,0.1752087402212212,3.0121701696853354
scale_mixture,LL,-1,15.438234254301426,-0.14094562666737698
