seed,n_chains,t,method,n_params,score_rel_l2
11,32,0.1,em_bp,13,0.1300060013196833
11,32,0.1,local_cnn_oracle_r,6593,0.1750226010874878
11,32,0.1,global_mlp,25505,1.1125694984053
11,32,0.2,em_bp,13,0.08386003551902217
11,32,0.2,local_cnn_oracle_r,6593,0.1367110766132659
11,32,0.2,global_mlp,25505,0.7576068222568652
11,32,0.4,em_bp,13,0.06254571618074507
11,32,0.4,local_cnn_oracle_r,6593,0.10538998278718238
11,32,0.4,global_mlp,25505,0.4250100421055591
11,32,0.8,em_bp,13,0.046862946567859234
11,32,0.8,local_cnn_oracle_r,6593,0.06948764215011527
11,32,0.8,global_mlp,25505,0.2169063577993255
11,32,1.6,em_bp,13,0.026793988853591414
11,32,1.6,local_cnn_oracle_r,6593,0.030757372355388116
11,32,1.6,global_mlp,25505,0.057405978537152756
11,128,0.1,em_bp,13,0.06964148523906596
11,128,0.1,local_cnn_oracle_r,6593,0.11376468676567887
11,128,0.1,global_mlp,25505,0.6665480038983178
11,128,0.2,em_bp,13,0.046816454157796776
11,128,0.2,local_cnn_oracle_r,6593,0.09591247039253399
11,128,0.2,global_mlp,25505,0.4940248607350097
11,128,0.4,em_bp,13,0.026778943679359596
11,128,0.4,local_cnn_oracle_r,6593,0.07914535642550603
11,128,0.4,global_mlp,25505,0.3471885474095172
11,128,0.8,em_bp,13,0.016215944905603484
11,128,0.8,local_cnn_oracle_r,6593,0.05621781638883179
11,128,0.8,global_mlp,25505,0.14880649162133627
11,128,1.6,em_bp,13,0.009426616355137318
11,128,1.6,local_cnn_oracle_r,6593,0.01600885262662454
11,128,1.6,global_mlp,25505,0.04954888942775344
11,512,0.1,em_bp,13,0.04390651697685685
11,512,0.1,local_cnn_oracle_r,6593,0.08192754901825575
11,512,0.1,global_mlp,25505,0.3303059421682218
11,512,0.2,em_bp,13,0.025313301145735607
11,512,0.2,local_cnn_oracle_r,6593,0.08448724867090308
11,512,0.2,global_mlp,25505,0.2514310645777929
11,512,0.4,em_bp,13,0.016238642013577758
11,512,0.4,local_cnn_oracle_r,6593,0.05994729708947555
11,512,0.4,global_mlp,25505,0.18745530922704468
11,512,0.8,em_bp,13,0.01140896995311364
11,512,0.8,local_cnn_oracle_r,6593,0.05063355380796394
11,512,0.8,global_mlp,25505,0.10226344049174912
11,512,1.6,em_bp,13,0.009101795789823307
11,512,1.6,local_cnn_oracle_r,6593,0.02710028030784925
11,512,1.6,global_mlp,25505,0.03675070003362037
11,2048,0.1,em_bp,13,0.03234204004904353
11,2048,0.1,local_cnn_oracle_r,6593,0.08890589266895384
11,2048,0.1,global_mlp,25505,0.19969245358003113
11,2048,0.2,em_bp,13,0.016896868911181806
11,2048,0.2,local_cnn_oracle_r,6593,0.07026617091726699
11,2048,0.2,global_mlp,25505,0.14816563870448024
11,2048,0.4,em_bp,13,0.009850708772828728
11,2048,0.4,local_cnn_oracle_r,6593,0.0591342061580269
11,2048,0.4,global_mlp,25505,0.1265938088812294
11,2048,0.8,em_bp,13,0.0061956214179930205
11,2048,0.8,local_cnn_oracle_r,6593,0.03755382083883112
11,2048,0.8,global_mlp,25505,0.06995265786093038
11,2048,1.6,em_bp,13,0.004481514297354577
11,2048,1.6,local_cnn_oracle_r,6593,0.010336658169515324
11,2048,1.6,global_mlp,25505,0.03679044268255008
