t,circular_std
0.03,0.08489598457444232
0.08,0.1168783524549702
0.15,0.15817489145029942
0.25,0.1902477047091915
0.4,0.24772844949825035
0.7,0.3990395560269783
1.0,0.6707446305746957
1.5,1.1555176308273287
2.0,1.6196158077638863
